account_id,performance_period,ml_indicator,checking_only_indicator,prior_ctr_indicator,address_change_2x_indicator,cross_border_trx_indicator,in_person_contact_indicator,linkedin_indicator,atm_deposit_indicator,trx_10ksum_indicator,common_merchant_indicator,direct_deposit_indicator,marital_status,primary_transfer_cat,citizenship_country_risk,occupation_risk,num_transactions,num_acctbal_chgs_gt2000,distance_to_employer,distance_to_bank,income,credit_score,ml_indicator_type,marital_status_type,primary_transfer_cat_type
75,2,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,277,5,4,46,64637,641,no_money_launder,married,cash
76,2,0,0,1,0,0,1,1,1,0,0,1,2,0,0,1,88,15,2,24,68020,630,no_money_launder,divorced,cash
77,2,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,67,11,11,1,47073,723,no_money_launder,married,check
78,2,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,43,89,3,15,81629,659,no_money_launder,single,check
79,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,199,87,2,8,120648,631,no_money_launder,single,check
80,2,0,0,0,1,0,1,0,1,0,0,1,1,1,2,3,206,137,14,13,18478,716,no_money_launder,married,check
81,2,0,0,1,0,1,1,1,1,0,0,0,1,2,1,2,47,145,2,11,5645,700,no_money_launder,married,wire
82,2,0,0,0,1,1,0,1,0,0,0,1,2,1,0,0,16,21,25,38,77649,640,no_money_launder,divorced,check
83,2,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,38,12,3,13,24108,725,no_money_launder,married,check
84,2,0,0,1,0,0,1,1,0,1,0,1,0,1,2,0,100,9,2,2,110816,724,no_money_launder,single,check
85,2,0,1,1,1,0,1,1,1,0,0,1,2,1,3,5,96,2,3,5,41380,588,no_money_launder,divorced,check
86,2,0,0,1,1,0,1,1,0,0,0,1,1,2,0,5,99,20,49,16,37662,670,no_money_launder,married,wire
87,2,0,1,0,0,1,0,0,0,1,0,1,1,1,2,0,20,49,9,49,95384,722,no_money_launder,married,check
88,2,0,0,0,1,0,1,1,0,0,0,1,2,1,0,0,153,60,1,12,230455,747,no_money_launder,divorced,check
89,2,0,0,1,1,1,0,0,0,0,0,1,1,1,2,0,334,130,15,1,12963,601,no_money_launder,married,check
90,2,0,0,1,0,0,1,1,0,0,1,1,1,1,2,6,46,19,5,2,40342,740,no_money_launder,married,check
91,2,0,1,1,0,1,1,1,1,0,0,1,1,1,6,0,14,24,25,12,89112,659,no_money_launder,married,check
92,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,7,34,28,1,15,69823,727,no_money_launder,single,check
93,2,0,0,1,0,0,0,1,1,1,0,0,1,1,3,7,25,127,2,2,7037,746,no_money_launder,married,check
94,2,0,0,0,0,0,0,1,0,0,0,1,2,2,3,0,26,11,4,2,29088,767,no_money_launder,divorced,wire
95,2,0,0,0,0,0,1,1,1,0,0,1,1,1,1,3,47,207,1,17,29423,765,no_money_launder,married,check
96,2,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,31,68,19,18,8363,712,no_money_launder,divorced,check
97,2,0,1,0,0,1,1,1,1,0,0,0,2,1,0,6,50,33,5,11,73601,605,no_money_launder,divorced,check
98,2,0,0,0,0,1,0,1,1,0,0,1,0,1,2,0,145,156,1,5,40027,645,no_money_launder,single,check
99,2,0,1,0,1,1,1,1,1,0,0,1,2,1,0,0,395,12,1,4,73762,745,no_money_launder,divorced,check
100,2,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,86,6,14,2,55444,704,no_money_launder,married,check
101,2,0,0,0,0,0,0,0,1,0,0,1,2,1,0,7,40,17,2,16,68348,764,no_money_launder,divorced,check
102,2,0,0,1,1,1,1,0,1,0,0,1,2,1,2,1,28,17,45,19,15278,601,no_money_launder,divorced,check
103,2,0,0,1,0,0,1,1,1,0,0,0,0,1,3,4,13,14,3,13,82289,749,no_money_launder,single,check
104,2,0,1,0,1,0,0,0,1,0,0,1,0,1,3,0,19,61,1,11,31078,736,no_money_launder,single,check
105,2,0,1,0,1,0,0,1,0,0,0,1,0,1,5,2,3,58,3,14,135584,577,no_money_launder,single,check
106,2,0,0,1,0,0,1,1,1,0,1,1,2,1,0,4,58,13,1,2,70334,742,no_money_launder,divorced,check
107,2,0,1,1,0,1,1,1,1,1,0,1,2,2,3,2,26,17,3,2,21458,650,no_money_launder,divorced,wire
108,2,0,0,0,0,1,0,0,1,0,0,1,2,1,3,2,45,26,2,34,74954,651,no_money_launder,divorced,check
109,2,0,1,0,1,1,1,1,1,0,1,1,1,1,6,0,1,12,6,15,73066,810,no_money_launder,married,check
110,2,0,0,0,1,1,1,0,1,0,1,1,2,2,2,0,88,24,1,17,16752,680,no_money_launder,divorced,wire
111,2,0,1,1,0,1,1,1,0,1,0,1,0,1,3,0,85,59,7,5,60602,698,no_money_launder,single,check
112,2,0,0,0,0,0,1,0,1,0,0,1,1,1,3,3,142,27,2,3,186566,834,no_money_launder,married,check
113,2,0,1,1,1,0,1,1,0,0,0,1,2,0,1,0,22,33,5,4,13277,623,no_money_launder,divorced,cash
114,2,0,0,0,0,1,1,1,1,1,0,0,0,0,4,0,51,248,1,17,136237,634,no_money_launder,single,cash
115,2,0,1,0,0,1,1,1,1,0,1,1,1,1,0,4,133,9,3,29,65957,706,no_money_launder,married,check
116,2,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,48,13,5,4,8916,715,no_money_launder,married,wire
117,2,0,0,1,0,1,1,1,1,0,0,1,0,1,3,0,383,15,1,12,9444,617,no_money_launder,single,check
118,2,0,0,1,0,1,0,1,1,0,0,1,1,1,3,1,4,21,30,45,57939,680,no_money_launder,married,check
119,2,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,39,106,1,12,66654,660,no_money_launder,single,check
120,2,0,1,0,1,0,0,0,1,0,0,1,1,1,4,0,314,5,25,3,16769,712,no_money_launder,married,check
121,2,0,0,0,1,1,1,0,0,0,0,1,2,1,0,0,70,120,1,4,6246,747,no_money_launder,divorced,check
122,2,0,1,1,0,0,1,0,1,1,0,0,2,1,0,0,181,21,1,1,76551,746,no_money_launder,divorced,check
123,2,0,0,1,0,1,1,1,0,0,0,1,1,1,3,2,21,7,3,3,63254,608,no_money_launder,married,check
124,2,0,1,1,0,1,0,0,1,0,0,1,0,1,1,6,290,20,8,6,23644,764,no_money_launder,single,check
125,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,486,1,6,2,73625,685,no_money_launder,single,cash
126,2,0,0,1,0,0,1,1,1,0,0,1,0,1,1,3,7,225,13,12,5686,713,no_money_launder,single,check
127,2,0,1,1,1,0,1,1,1,0,1,1,2,1,0,2,25,152,1,3,19040,683,no_money_launder,divorced,check
128,2,0,0,1,0,1,0,1,1,0,0,1,0,2,4,1,84,9,3,12,22930,748,no_money_launder,single,wire
129,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,12,14,3,5,44364,697,no_money_launder,single,check
130,2,0,0,0,1,1,1,1,1,1,0,0,2,1,0,0,76,62,3,11,63457,667,no_money_launder,divorced,check
131,2,0,0,1,0,1,0,0,0,0,1,1,0,1,0,2,20,6,6,1,72717,747,no_money_launder,single,check
132,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,6,51,8,1,12,32341,714,no_money_launder,married,check
133,2,0,0,1,1,1,1,0,1,0,1,1,0,1,5,0,16,11,3,14,74597,628,no_money_launder,single,check
134,2,0,0,0,0,1,1,1,1,0,0,1,0,1,2,0,104,24,2,3,9847,670,no_money_launder,single,check
135,2,0,0,1,0,1,1,1,0,0,0,0,2,1,2,0,78,18,5,12,74519,726,no_money_launder,divorced,check
136,2,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,293,14,4,10,137899,702,no_money_launder,married,wire
137,2,0,0,1,0,0,1,0,1,0,0,1,1,2,0,0,13,63,5,1,73381,713,no_money_launder,married,wire
138,2,0,0,0,1,1,0,0,0,0,0,1,2,1,6,0,78,93,45,4,93516,741,no_money_launder,divorced,check
139,2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,3,12,248,2,12,69170,784,no_money_launder,single,check
140,2,0,1,0,1,1,1,1,0,0,0,1,1,1,3,2,44,46,21,1,8817,755,no_money_launder,married,check
141,2,0,0,1,0,0,0,1,0,0,1,1,2,1,3,1,15,21,1,1,66453,762,no_money_launder,divorced,check
142,2,0,0,1,0,1,0,0,0,0,0,1,2,0,2,0,87,23,5,15,73864,715,no_money_launder,divorced,cash
143,2,0,0,1,0,1,1,0,1,0,0,1,1,1,0,2,22,30,5,6,7298,732,no_money_launder,married,check
144,2,0,0,0,0,1,1,0,1,0,1,1,2,1,0,0,60,25,2,13,27492,787,no_money_launder,divorced,check
145,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,36,16,14,16,50755,676,no_money_launder,single,cash
146,2,0,1,0,0,0,0,0,1,0,1,1,2,1,3,0,38,23,5,17,27153,604,no_money_launder,divorced,check
147,2,0,0,0,1,1,1,1,1,0,0,1,2,0,0,3,19,137,1,13,6628,710,no_money_launder,divorced,cash
148,2,0,0,0,0,1,1,1,0,0,0,0,2,1,5,2,367,3,24,1,69971,812,no_money_launder,divorced,check
149,2,0,0,1,1,1,1,1,0,0,0,1,1,1,3,1,72,70,1,1,26268,701,no_money_launder,married,check
150,2,0,1,1,0,1,0,1,0,0,0,1,1,1,6,3,99,21,2,10,155452,705,no_money_launder,married,check
151,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,12,11,34,5,66204,722,no_money_launder,single,check
152,2,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,154,48,1,14,179667,740,no_money_launder,married,cash
153,2,0,0,0,0,0,1,1,1,1,1,1,0,1,5,0,8,1,2,1,71604,662,no_money_launder,single,check
154,2,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,194,191,3,5,60753,738,no_money_launder,married,check
155,2,0,0,1,0,0,1,1,0,0,0,0,0,1,3,0,5,222,1,1,28652,735,no_money_launder,single,check
156,2,0,0,0,0,1,1,0,1,0,0,1,2,0,3,1,259,20,5,12,86453,700,no_money_launder,divorced,cash
157,2,0,0,0,0,0,0,0,0,1,0,1,2,1,1,3,32,10,3,4,12173,637,no_money_launder,divorced,check
158,2,0,1,1,0,0,1,0,1,0,0,0,1,1,2,0,20,15,3,13,31365,733,no_money_launder,married,check
159,2,0,1,0,0,1,0,1,1,0,0,0,2,2,0,2,391,22,5,2,72007,707,no_money_launder,divorced,wire
160,2,0,0,1,0,1,0,1,1,0,1,1,0,1,5,3,53,25,8,11,73976,606,no_money_launder,single,check
161,2,0,1,0,0,1,1,1,0,0,0,1,2,2,5,2,93,86,4,2,11255,717,no_money_launder,divorced,wire
162,2,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,34,4,7,19,62305,570,no_money_launder,single,check
163,2,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,64,25,2,16,82345,746,no_money_launder,married,check
164,2,0,1,0,0,1,1,1,0,0,0,0,2,1,2,0,45,25,19,13,232099,746,no_money_launder,divorced,check
165,2,0,0,1,0,0,0,0,0,0,1,1,1,1,2,7,86,31,2,1,73523,640,no_money_launder,married,check
166,2,0,0,1,1,0,0,0,1,0,0,1,1,0,6,0,51,32,1,2,59887,723,no_money_launder,married,cash
167,2,0,0,0,0,0,1,0,0,1,1,0,1,1,1,2,56,32,3,2,49013,797,no_money_launder,married,check
168,2,0,0,0,0,1,1,0,0,0,1,1,0,1,2,0,49,130,4,11,74120,673,no_money_launder,single,check
169,2,0,1,0,0,1,1,0,1,0,0,1,2,1,0,3,36,66,1,13,40228,634,no_money_launder,divorced,check
170,2,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,215,10,3,20,8825,735,no_money_launder,single,wire
171,2,0,0,0,0,1,1,1,1,0,0,1,2,1,6,0,12,104,5,49,63530,720,no_money_launder,divorced,check
172,2,0,1,0,0,1,1,1,1,0,1,1,2,1,1,0,321,67,5,12,17847,719,no_money_launder,divorced,check
173,2,0,1,0,0,0,1,1,1,0,0,1,1,1,3,0,261,87,1,2,8873,604,no_money_launder,married,check
174,2,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,207,37,1,21,43434,638,no_money_launder,married,check
175,2,0,1,0,0,1,1,0,0,1,0,1,2,1,2,0,41,44,27,7,58242,647,no_money_launder,divorced,check
176,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,23,28,5,1,115079,670,no_money_launder,married,check
177,2,0,1,0,1,1,1,1,0,0,0,1,2,1,6,3,70,11,9,13,46355,733,no_money_launder,divorced,check
178,2,0,0,1,0,1,1,0,1,0,0,1,1,1,3,0,411,28,1,1,8465,719,no_money_launder,married,check
179,2,0,1,0,0,0,1,1,0,1,0,1,0,1,0,2,17,12,2,3,21672,776,no_money_launder,single,check
180,2,0,0,1,0,0,1,0,0,0,1,1,1,1,4,0,13,123,5,2,55490,648,no_money_launder,married,check
181,2,0,0,1,0,0,1,0,1,0,1,0,0,1,4,3,49,142,1,5,65160,770,no_money_launder,single,check
182,2,0,0,1,0,1,1,0,1,0,0,1,0,2,0,0,165,7,1,1,65268,694,no_money_launder,single,wire
183,2,0,1,0,0,0,0,0,0,0,0,1,0,1,2,5,66,15,3,10,129029,755,no_money_launder,single,check
184,2,0,0,1,0,1,1,1,0,0,1,1,2,1,2,3,244,36,9,45,81995,652,no_money_launder,divorced,check
185,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,36,11,1,11,43308,705,no_money_launder,married,check
186,2,0,1,1,0,0,1,0,0,0,0,1,0,2,0,7,145,81,10,3,73194,685,no_money_launder,single,wire
187,2,0,0,0,0,1,0,1,1,0,0,1,1,2,4,6,67,10,3,11,32144,680,no_money_launder,married,wire
188,2,0,0,0,0,1,1,0,1,0,0,1,2,1,3,0,186,30,5,11,57299,640,no_money_launder,divorced,check
189,2,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,419,7,8,15,34332,678,no_money_launder,single,check
190,2,0,0,1,0,1,0,0,1,1,0,1,2,1,0,0,11,47,8,1,6318,787,no_money_launder,divorced,check
191,2,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,142,36,13,31243,604,no_money_launder,married,check
192,2,0,0,1,0,1,1,1,0,0,0,1,2,2,1,1,7,14,3,13,247272,733,no_money_launder,divorced,wire
193,2,0,1,0,0,1,0,1,1,0,0,1,1,1,2,0,65,179,4,1,72276,719,no_money_launder,married,check
194,2,0,0,0,0,0,1,1,1,0,0,0,2,2,4,0,21,3,5,17,64784,741,no_money_launder,divorced,wire
195,2,0,0,1,1,0,1,1,0,0,0,1,0,2,3,0,139,2,2,15,73509,670,no_money_launder,single,wire
196,2,0,1,1,0,0,1,1,0,0,0,1,1,2,2,3,133,13,4,11,55314,723,no_money_launder,married,wire
197,2,0,0,1,0,0,1,1,1,0,0,0,0,2,3,0,80,24,1,7,196143,677,no_money_launder,single,wire
198,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,22,6,4,12,93021,691,no_money_launder,married,cash
199,2,0,1,1,0,0,1,0,1,0,0,1,2,2,0,2,283,5,5,5,60046,727,no_money_launder,divorced,wire
200,2,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,397,172,1,27,44718,711,no_money_launder,single,check
201,2,0,1,1,0,1,1,1,0,0,0,0,0,0,4,0,58,23,4,1,44429,750,no_money_launder,single,cash
202,2,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,12,49,7,4,52720,681,no_money_launder,married,check
203,2,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,12,241,3,11,20391,598,no_money_launder,married,check
204,2,0,1,1,0,1,0,1,0,0,0,1,2,0,1,0,15,95,29,1,67728,764,no_money_launder,divorced,cash
205,2,0,0,0,0,0,0,1,1,0,0,1,1,1,2,3,95,17,4,2,92789,715,no_money_launder,married,check
206,2,0,1,0,1,0,1,0,1,0,0,1,1,1,2,2,17,5,2,15,36826,719,no_money_launder,married,check
207,2,0,0,1,0,0,0,1,0,0,0,1,2,1,3,0,56,20,1,4,255279,624,no_money_launder,divorced,check
208,2,0,0,1,0,1,1,0,0,0,1,1,2,1,0,0,138,167,17,3,40508,723,no_money_launder,divorced,check
209,2,0,0,0,1,1,1,0,1,0,0,1,1,1,0,3,5,33,1,1,61728,634,no_money_launder,married,check
210,2,0,0,0,0,0,1,1,1,0,0,1,2,2,4,0,36,180,5,13,61337,632,no_money_launder,divorced,wire
211,2,0,0,0,0,1,1,0,1,0,0,1,2,2,0,0,403,43,3,4,59628,726,no_money_launder,divorced,wire
212,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,170,12,4,4,73226,708,no_money_launder,single,cash
213,2,0,0,1,0,1,1,0,0,0,0,1,2,2,5,1,50,73,4,2,137575,694,no_money_launder,divorced,wire
214,2,0,0,0,0,0,1,1,1,0,0,1,2,1,1,3,35,29,2,9,40580,697,no_money_launder,divorced,check
215,2,0,0,0,0,0,0,1,0,0,1,1,2,2,1,0,58,8,5,13,48567,734,no_money_launder,divorced,wire
216,2,0,0,0,0,0,1,0,0,1,0,1,2,1,0,2,308,5,2,11,66278,509,no_money_launder,divorced,check
217,2,0,0,0,1,1,1,0,1,0,0,1,1,1,0,3,104,96,5,12,48987,664,no_money_launder,married,check
218,2,0,0,1,0,1,0,1,1,0,0,1,2,1,1,1,65,15,1,24,20935,700,no_money_launder,divorced,check
219,2,0,0,1,1,1,1,0,1,0,0,1,1,1,0,3,21,16,46,15,63590,729,no_money_launder,married,check
220,2,0,0,0,1,1,1,1,1,0,1,1,0,1,3,1,248,118,3,4,89814,797,no_money_launder,single,check
221,2,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,22,1,1,4,87204,741,no_money_launder,married,check
222,2,0,0,0,1,1,1,1,1,0,0,1,2,1,0,1,154,109,5,17,239671,684,no_money_launder,divorced,check
223,2,0,0,0,0,0,1,1,1,0,1,0,2,1,0,1,18,2,1,12,32350,630,no_money_launder,divorced,check
224,2,0,0,1,0,0,1,1,1,0,0,1,2,0,2,1,190,14,5,2,83956,826,no_money_launder,divorced,cash
225,2,0,0,1,0,0,0,0,1,0,0,1,0,1,4,7,3,12,4,12,40132,655,no_money_launder,single,check
226,2,0,0,0,0,0,1,1,1,0,0,1,2,1,1,3,474,24,3,30,42610,807,no_money_launder,divorced,check
227,2,0,0,0,0,1,1,1,1,0,0,1,1,1,3,2,20,4,3,2,60709,781,no_money_launder,married,check
228,2,0,0,1,0,1,1,0,0,0,0,1,1,1,1,3,10,25,1,19,40528,794,no_money_launder,married,check
229,2,0,0,1,0,1,1,1,0,0,0,1,1,1,3,0,430,9,1,1,93318,608,no_money_launder,married,check
