account_id,performance_period,ml_indicator,checking_only_indicator,prior_ctr_indicator,address_change_2x_indicator,cross_border_trx_indicator,in_person_contact_indicator,linkedin_indicator,atm_deposit_indicator,trx_10ksum_indicator,common_merchant_indicator,direct_deposit_indicator,marital_status,primary_transfer_cat,citizenship_country_risk,occupation_risk,num_transactions,num_acctbal_chgs_gt2000,distance_to_employer,distance_to_bank,income,credit_score,ml_indicator_type,marital_status_type,primary_transfer_cat_type
35,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,61,80,11,16,68556,704,no_money_launder,single,check
36,1,0,0,1,0,0,1,0,0,1,0,0,1,1,3,1,6,47,19,1,45257,643,no_money_launder,married,check
37,1,0,0,1,1,0,1,1,0,0,0,1,2,1,0,0,457,9,1,1,47314,782,no_money_launder,divorced,check
38,1,0,1,0,0,1,1,1,0,0,0,1,1,1,5,0,74,26,4,19,69017,590,no_money_launder,married,check
39,1,0,1,1,0,0,0,0,0,0,0,1,1,1,6,2,247,46,2,5,133184,714,no_money_launder,married,check
40,1,0,0,0,0,0,1,0,0,0,0,1,1,1,4,3,483,13,4,12,62005,620,no_money_launder,married,check
41,1,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,13,249,3,13,58268,761,no_money_launder,married,check
42,1,0,0,1,1,1,1,1,1,0,1,1,0,1,3,1,44,19,16,7,66871,604,no_money_launder,single,check
43,1,0,0,1,1,0,0,0,1,0,0,1,2,1,1,0,405,8,5,5,57498,688,no_money_launder,divorced,check
44,1,0,0,0,0,0,1,1,1,0,0,1,2,1,5,0,70,18,1,10,66653,697,no_money_launder,divorced,check
45,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3,0,87,42,4,31,67867,713,no_money_launder,single,check
46,1,0,0,1,1,1,0,1,1,0,0,1,1,1,2,2,36,16,1,5,59642,621,no_money_launder,married,check
47,1,0,0,1,0,1,0,0,1,0,0,1,2,1,0,0,26,45,2,5,91500,723,no_money_launder,divorced,check
48,1,0,1,0,0,0,1,1,0,0,0,1,2,1,1,0,48,8,1,2,62454,783,no_money_launder,divorced,check
49,1,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,81,17,4,13,60192,588,no_money_launder,single,wire
50,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,5,112,11,4,12,48197,613,no_money_launder,married,check
51,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,3,43,20,5,14,64258,646,no_money_launder,single,check
52,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,331,40,1,13,63565,678,no_money_launder,married,check
53,1,0,0,1,1,1,1,1,0,0,0,1,2,1,0,0,281,14,4,3,69098,609,no_money_launder,divorced,check
54,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,5,274,13,5,15,65980,733,no_money_launder,married,check
55,1,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,44,32,1,27,62499,680,no_money_launder,single,check
56,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,3,9,1,41,274357,579,no_money_launder,single,check
57,1,0,0,0,0,1,0,1,1,0,0,1,2,1,2,0,97,3,4,17,34776,737,no_money_launder,divorced,check
58,1,0,1,1,0,0,1,0,0,0,1,1,2,1,2,6,109,14,1,3,6467,744,no_money_launder,divorced,check
59,1,0,1,0,0,0,1,0,1,0,0,1,2,1,3,1,119,104,3,6,44665,691,no_money_launder,divorced,check
60,1,0,1,1,0,1,0,1,0,0,0,1,1,2,0,2,51,217,3,13,63666,696,no_money_launder,married,wire
61,1,0,1,0,0,0,1,1,1,0,0,1,1,0,2,0,13,2,30,17,8512,653,no_money_launder,married,cash
62,1,0,0,0,0,0,0,0,1,1,0,0,2,1,7,0,97,23,3,4,7211,732,no_money_launder,divorced,check
63,1,0,1,0,1,1,1,1,1,0,0,1,1,1,3,2,322,57,4,15,69348,648,no_money_launder,married,check
64,1,0,0,0,1,1,1,1,0,0,0,0,0,1,3,1,12,20,1,4,63790,667,no_money_launder,single,check
65,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,2,183,4,2,11,5011,775,no_money_launder,married,check
66,1,0,0,0,0,0,1,1,0,0,0,1,1,1,3,0,166,16,2,5,190940,671,no_money_launder,married,check
67,1,0,0,0,0,0,1,1,1,0,0,1,1,1,3,4,251,12,1,9,72015,795,no_money_launder,married,check
68,1,0,1,0,0,0,1,1,1,0,0,0,2,0,2,3,18,3,2,14,92687,727,no_money_launder,divorced,cash
69,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,215,135,5,2,11152,795,no_money_launder,married,check
70,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,11,2,8,88699,701,no_money_launder,single,cash
71,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,10,12,1,13,12337,527,no_money_launder,married,check
72,1,0,0,1,0,1,1,1,1,0,0,1,2,1,0,0,79,91,4,18,24470,779,no_money_launder,divorced,check
73,1,0,0,1,0,0,1,0,0,0,0,1,2,0,1,2,129,1,5,12,66502,758,no_money_launder,divorced,cash
74,1,0,1,1,0,0,0,1,0,0,0,1,2,2,1,2,182,16,30,14,218438,726,no_money_launder,divorced,wire
75,1,0,0,1,1,0,1,0,1,0,0,0,2,2,0,2,30,69,5,4,58016,655,no_money_launder,divorced,wire
76,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,23,146,4,14,83206,641,no_money_launder,married,check
77,1,0,0,1,0,1,1,1,0,0,0,1,2,1,6,2,78,107,4,2,5119,628,no_money_launder,divorced,check
78,1,0,0,1,1,1,0,0,0,0,0,0,1,1,2,0,33,153,3,12,18863,774,no_money_launder,married,check
79,1,0,1,1,0,1,0,0,0,0,0,1,1,1,3,0,52,9,6,3,67277,809,no_money_launder,married,check
80,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,12,9,3,4,250758,743,no_money_launder,married,cash
81,1,0,1,1,1,0,1,1,1,0,0,1,1,1,5,0,72,16,8,21,83465,598,no_money_launder,married,check
82,1,0,1,0,0,0,0,0,1,0,0,1,2,1,0,4,132,17,32,1,67453,730,no_money_launder,divorced,check
83,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,2,374,15,5,1,42441,589,no_money_launder,divorced,check
84,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,201,17,3,12,95654,710,no_money_launder,single,check
85,1,0,0,1,1,0,1,0,1,0,0,1,0,1,3,1,305,229,4,13,69440,791,no_money_launder,single,check
86,1,0,0,0,0,1,1,0,0,0,0,0,1,1,3,0,103,46,1,10,70977,712,no_money_launder,married,check
87,1,0,0,0,1,1,0,1,1,0,0,1,2,1,1,1,65,164,9,15,90134,609,no_money_launder,divorced,check
88,1,0,0,1,0,0,0,1,0,0,0,1,1,2,7,0,20,152,4,5,8868,744,no_money_launder,married,wire
89,1,0,1,1,1,1,1,0,1,0,0,0,2,1,0,3,20,171,10,11,59085,687,no_money_launder,divorced,check
90,1,0,0,1,1,0,1,0,1,0,0,1,2,1,1,1,49,52,5,1,66672,617,no_money_launder,divorced,check
91,1,0,0,0,0,1,0,1,0,0,0,1,2,1,5,1,131,20,3,2,6780,735,no_money_launder,divorced,check
92,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,146,4,2,1,69561,850,no_money_launder,single,wire
93,1,0,0,0,0,0,1,0,1,0,1,1,2,2,0,1,182,130,2,4,72487,595,no_money_launder,divorced,wire
94,1,0,1,1,1,1,1,0,0,0,0,1,0,2,0,1,20,59,2,22,24342,733,no_money_launder,single,wire
95,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,3,4,38,4,4,19257,660,no_money_launder,single,cash
96,1,0,0,0,0,1,1,1,0,0,1,1,2,1,2,1,4,31,3,4,6567,682,no_money_launder,divorced,check
97,1,0,0,0,1,1,0,0,1,0,0,1,2,1,0,0,71,180,1,4,71895,807,no_money_launder,divorced,check
98,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,9,17,2,5,66977,705,no_money_launder,divorced,wire
99,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,3,126,210,5,3,62711,734,no_money_launder,married,check
100,1,0,0,1,0,1,1,0,1,0,0,1,1,2,3,1,127,6,2,19,9763,629,no_money_launder,married,wire
101,1,0,0,0,1,1,0,1,0,0,0,1,1,1,3,1,61,135,24,6,44771,554,no_money_launder,married,check
102,1,0,0,0,1,0,1,1,1,0,0,0,2,2,0,5,13,30,1,15,70875,630,no_money_launder,divorced,wire
103,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,440,42,1,2,76786,691,no_money_launder,married,check
104,1,0,0,1,0,1,1,1,0,0,1,1,0,1,7,0,403,14,6,5,98165,778,no_money_launder,single,check
105,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,301,120,1,35,12010,794,no_money_launder,married,cash
106,1,0,0,0,1,1,1,0,1,0,0,1,2,1,1,2,234,94,5,12,83830,788,no_money_launder,divorced,check
107,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,216,13,1,15,94072,788,no_money_launder,married,check
108,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,62,32,2,11,226824,621,no_money_launder,married,check
109,1,0,0,0,1,1,1,1,1,0,0,1,2,0,1,0,76,44,4,30,68478,679,no_money_launder,divorced,cash
110,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,241,18,1,4,74084,793,no_money_launder,divorced,check
111,1,0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,166,6,3,20,61882,776,no_money_launder,divorced,check
112,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,2,41,9,9,27,61411,656,no_money_launder,divorced,check
113,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,4,86,53,3,13,68536,615,no_money_launder,divorced,check
114,1,0,0,0,0,1,1,0,0,0,0,1,1,1,3,0,431,15,4,6,87679,790,no_money_launder,married,check
115,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,168,25,5,12,38746,845,no_money_launder,single,check
116,1,0,1,1,1,1,1,1,0,0,0,1,2,1,2,0,298,48,4,9,99983,738,no_money_launder,divorced,check
117,1,0,0,0,0,0,1,0,1,0,0,1,0,1,7,1,104,2,5,15,73523,551,no_money_launder,single,check
118,1,0,0,0,0,0,1,0,1,0,0,1,2,1,0,3,62,192,3,15,91867,698,no_money_launder,divorced,check
119,1,0,1,1,1,0,0,1,1,0,0,1,1,1,3,1,42,131,8,4,12917,708,no_money_launder,married,check
120,1,0,0,1,1,0,0,1,0,0,1,1,1,1,6,6,246,4,1,15,53583,757,no_money_launder,married,check
121,1,0,1,0,0,1,1,1,0,0,0,1,2,1,2,0,168,162,5,15,72179,791,no_money_launder,divorced,check
122,1,0,1,1,0,1,1,1,0,0,0,1,2,1,4,1,384,67,5,12,91422,731,no_money_launder,divorced,check
123,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,51,178,44,4,279217,603,no_money_launder,married,check
124,1,0,0,1,0,0,1,1,1,0,0,1,0,2,5,0,198,1,5,14,14201,722,no_money_launder,single,wire
125,1,0,0,1,0,0,0,1,0,0,0,1,2,0,3,0,88,2,2,11,48657,768,no_money_launder,divorced,cash
126,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,7,95,220,4,12,61596,691,no_money_launder,married,check
127,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,2,327,5,5,1,12467,795,no_money_launder,married,check
128,1,0,1,0,0,1,1,1,0,1,0,1,2,2,1,4,55,11,5,3,74625,731,no_money_launder,divorced,wire
129,1,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,15,31,44,1,121145,828,no_money_launder,divorced,check
130,1,0,0,1,0,1,1,0,1,0,0,1,0,2,3,0,375,249,4,10,66271,566,no_money_launder,single,wire
131,1,0,1,0,0,1,1,1,1,0,1,1,1,0,4,3,27,6,2,2,62932,576,no_money_launder,married,cash
132,1,0,0,1,0,1,0,0,1,0,1,1,0,2,3,0,41,213,6,13,74801,761,no_money_launder,single,wire
133,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,15,123,9,4,13572,653,no_money_launder,married,check
134,1,0,0,0,0,1,1,0,0,1,0,1,1,1,2,0,12,147,4,11,13759,682,no_money_launder,married,check
135,1,0,0,0,0,1,1,0,1,0,1,1,2,1,7,1,88,237,5,4,187324,766,no_money_launder,divorced,check
136,1,0,0,1,0,1,0,1,1,0,0,1,2,1,3,1,24,27,3,2,79171,678,no_money_launder,divorced,check
137,1,0,1,0,0,0,1,1,1,0,0,0,1,1,2,4,272,9,1,26,68268,674,no_money_launder,married,check
138,1,0,0,0,1,1,0,0,0,0,0,1,1,1,3,1,398,22,12,14,93675,657,no_money_launder,married,check
139,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,6,19,39,12,6,9033,674,no_money_launder,single,check
140,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,84,2,14,1,73507,735,no_money_launder,single,check
141,1,0,0,0,1,0,1,1,0,0,0,1,2,1,6,0,30,11,4,3,88093,690,no_money_launder,divorced,check
142,1,0,0,1,0,0,0,0,0,1,1,1,1,1,3,0,80,219,5,14,77867,601,no_money_launder,married,check
143,1,0,0,1,0,0,1,1,0,0,0,1,0,2,1,2,98,12,1,6,124856,604,no_money_launder,single,wire
144,1,0,0,1,0,0,1,0,1,1,1,0,2,1,2,1,194,105,1,6,20419,765,no_money_launder,divorced,check
145,1,0,0,0,1,0,0,1,1,1,1,0,1,1,3,0,97,17,4,3,63926,603,no_money_launder,married,check
146,1,0,0,0,0,0,1,1,1,0,0,1,2,1,1,0,226,8,5,7,62539,721,no_money_launder,divorced,check
147,1,0,0,1,0,1,1,0,1,0,0,1,1,2,0,0,25,14,10,4,88792,652,no_money_launder,married,wire
148,1,0,0,0,0,1,1,1,1,0,0,0,1,1,2,0,17,12,1,6,234512,710,no_money_launder,married,check
149,1,0,0,0,0,0,1,0,1,1,0,1,1,1,5,1,59,185,14,13,62478,722,no_money_launder,married,check
150,1,0,1,1,0,1,0,1,1,0,0,1,2,1,0,2,99,119,1,11,59770,740,no_money_launder,divorced,check
151,1,0,0,0,0,0,1,1,0,0,0,1,1,1,6,3,66,19,8,23,133142,695,no_money_launder,married,check
152,1,0,0,0,0,0,1,1,1,0,0,1,1,2,7,0,34,4,4,17,55244,618,no_money_launder,married,wire
153,1,0,1,1,0,0,1,1,1,0,0,0,1,1,3,4,366,9,4,7,168647,569,no_money_launder,married,check
154,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,78,31,2,10,63498,607,no_money_launder,married,check
155,1,0,0,1,0,1,1,1,0,1,0,0,1,0,7,0,401,14,5,11,99093,776,no_money_launder,married,cash
156,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,2,352,191,3,15,93956,555,no_money_launder,single,check
157,1,0,0,1,0,1,1,1,0,0,0,1,2,1,0,1,53,8,4,32,61702,715,no_money_launder,divorced,check
158,1,0,0,0,1,1,0,0,1,0,1,0,2,1,3,0,55,1,1,1,16297,710,no_money_launder,divorced,check
159,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,293,10,4,8,70725,671,no_money_launder,married,check
160,1,0,0,0,0,0,1,1,1,0,0,1,1,1,2,0,75,1,2,1,68183,721,no_money_launder,married,check
161,1,0,0,1,1,1,1,0,0,0,1,1,2,1,5,0,11,40,4,3,31687,620,no_money_launder,divorced,check
162,1,0,1,1,0,0,0,0,1,0,0,1,1,1,2,0,12,41,3,10,122885,666,no_money_launder,married,check
163,1,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,38,16,5,1,55970,714,no_money_launder,divorced,check
164,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,11,15,13,14,46879,728,no_money_launder,divorced,check
165,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,2,372,13,4,17,32819,660,no_money_launder,single,cash
166,1,0,0,1,0,1,1,1,1,0,1,0,2,1,1,1,100,10,1,13,56203,786,no_money_launder,divorced,check
167,1,0,0,1,1,0,1,0,0,0,0,0,0,1,6,1,169,3,1,3,76347,681,no_money_launder,single,check
168,1,0,0,1,0,0,1,0,0,0,1,0,2,1,0,4,39,2,26,16,40511,637,no_money_launder,divorced,check
169,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,3,100,17,2,13,65151,741,no_money_launder,single,check
170,1,0,0,0,1,1,1,1,1,0,0,1,2,2,4,0,36,44,5,14,83299,657,no_money_launder,divorced,wire
171,1,0,1,0,0,0,1,1,0,0,1,1,0,1,2,2,93,18,5,13,18855,743,no_money_launder,single,check
172,1,0,1,0,0,0,1,0,1,0,0,0,1,1,2,0,290,27,25,14,73340,720,no_money_launder,married,check
173,1,0,1,0,0,0,0,0,1,0,0,1,1,1,3,0,67,93,2,10,71391,785,no_money_launder,married,check
174,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,244,8,4,13,81905,718,no_money_launder,single,check
175,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,283,15,3,2,99220,651,no_money_launder,married,check
176,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,115,12,28,2,55199,745,no_money_launder,married,check
177,1,0,1,1,0,1,0,0,1,0,1,1,2,1,4,1,169,50,4,3,49810,704,no_money_launder,divorced,check
178,1,0,1,0,0,1,0,1,0,0,0,1,1,1,3,0,25,52,5,5,12786,769,no_money_launder,married,check
179,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,180,24,4,4,5109,720,no_money_launder,married,cash
180,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,247,181,4,3,44925,703,no_money_launder,married,check
181,1,0,0,0,0,1,1,0,0,0,1,1,0,1,5,0,17,110,6,12,91272,510,no_money_launder,single,check
182,1,0,0,0,0,1,1,1,1,0,0,1,1,2,1,0,119,15,3,7,106923,849,no_money_launder,married,wire
183,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,2,55,25,16,14,11199,745,no_money_launder,married,check
184,1,0,0,0,0,1,1,1,0,0,1,1,1,1,3,0,20,14,1,5,40862,679,no_money_launder,married,check
185,1,0,0,1,0,1,1,1,0,0,0,0,1,1,2,0,76,14,5,14,22560,649,no_money_launder,married,check
186,1,0,0,1,0,1,1,1,1,0,0,1,1,1,2,0,31,11,3,11,68546,705,no_money_launder,married,check
187,1,0,1,0,1,1,0,0,1,0,0,0,2,2,3,0,408,7,1,13,20228,731,no_money_launder,divorced,wire
188,1,0,0,0,0,1,1,0,0,0,0,1,1,1,3,3,76,75,5,5,65927,674,no_money_launder,married,check
189,1,0,0,0,0,1,1,0,1,0,0,0,2,1,3,1,16,213,3,15,35358,734,no_money_launder,divorced,check
190,1,0,0,0,0,1,1,0,1,0,0,1,1,1,2,5,76,12,30,15,78386,716,no_money_launder,married,check
191,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,60,49,5,2,68587,625,no_money_launder,married,check
192,1,0,0,1,0,1,1,0,0,0,0,1,2,1,3,2,10,13,2,3,53233,748,no_money_launder,divorced,check
193,1,0,0,1,0,1,1,0,1,0,0,1,1,1,5,2,16,11,1,5,67535,692,no_money_launder,married,check
194,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,248,14,4,15,80956,746,no_money_launder,single,wire
195,1,0,0,1,1,0,1,0,0,0,1,1,1,1,3,0,42,13,3,5,79399,742,no_money_launder,married,check
196,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,260,34,1,1,19098,692,no_money_launder,married,check
197,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,171,4,3,1,8971,699,no_money_launder,married,check
198,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,168,11,5,7,62811,688,no_money_launder,single,check
199,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,92,76,24,12,10020,675,no_money_launder,married,check
200,1,0,0,0,0,1,1,0,1,1,0,1,1,1,7,0,12,26,4,1,124517,799,no_money_launder,married,check
201,1,0,0,0,0,1,1,1,1,0,0,1,2,1,2,0,40,11,1,4,68820,660,no_money_launder,divorced,check
202,1,0,0,0,0,1,1,0,1,0,0,1,1,1,3,0,25,39,4,5,60624,773,no_money_launder,married,check
203,1,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,281,232,10,9,76473,685,no_money_launder,married,wire
204,1,0,0,0,0,1,1,1,0,0,0,1,2,2,0,3,43,7,5,4,90972,527,no_money_launder,divorced,wire
205,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,54,44,1,4,68771,773,no_money_launder,single,check
206,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,4,41,7,4,14,74168,714,no_money_launder,single,check
207,1,0,0,1,0,0,1,1,1,0,0,0,2,1,1,0,193,242,32,20,25736,581,no_money_launder,divorced,check
208,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,85,83,1,2,71336,710,no_money_launder,married,check
209,1,0,1,1,0,0,0,1,1,0,0,0,2,1,4,0,18,14,5,1,65731,681,no_money_launder,divorced,check
210,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,68,30,5,4,21475,655,no_money_launder,single,check
211,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,202,7,4,11,52991,781,no_money_launder,single,cash
212,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,7,15,27,9,15,37064,709,no_money_launder,divorced,check
213,1,0,0,1,0,0,0,0,0,0,1,1,1,2,7,1,29,7,3,1,6466,718,no_money_launder,married,wire
214,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,12,2,1,3,46727,654,no_money_launder,single,check
215,1,0,0,0,0,0,1,1,1,0,1,1,1,1,4,0,175,16,1,1,38978,695,no_money_launder,married,check
216,1,0,1,1,0,1,1,1,0,0,1,1,1,1,3,0,101,157,1,3,62556,723,no_money_launder,married,check
217,1,0,1,0,0,1,1,1,1,0,0,0,2,1,2,6,49,4,2,15,5864,698,no_money_launder,divorced,check
218,1,0,0,0,0,1,1,1,0,0,0,1,2,1,3,0,253,29,11,18,48136,776,no_money_launder,divorced,check
219,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,19,25,2,15,14808,705,no_money_launder,single,check
220,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,4,73,126,4,2,66952,729,no_money_launder,married,check
221,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,197,84,2,5,136847,746,no_money_launder,single,check
222,1,0,1,0,0,0,0,1,1,0,0,1,1,1,4,1,52,8,1,14,55544,718,no_money_launder,married,check
223,1,0,1,0,0,1,0,1,0,0,0,1,0,2,5,1,114,43,3,5,57049,684,no_money_launder,single,wire
224,1,0,0,0,0,0,1,1,1,0,0,1,1,1,3,0,68,12,3,1,7177,665,no_money_launder,married,check
225,1,0,1,0,0,1,1,1,0,0,0,1,1,2,0,0,72,32,2,3,53707,793,no_money_launder,married,wire
226,1,0,0,0,0,1,1,1,1,0,0,0,1,1,2,1,41,13,16,16,62203,705,no_money_launder,married,check
227,1,0,1,1,0,0,1,1,0,0,0,1,2,1,5,0,133,241,9,14,44707,699,no_money_launder,divorced,check
228,1,0,1,0,0,1,0,0,1,0,0,1,2,1,1,1,88,32,3,13,65160,738,no_money_launder,divorced,check
229,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,26,26,35,15,98813,766,no_money_launder,married,wire
