"account_id","num_transactions","credit_score","marital_status_single","marital_status_married","marital_status_divorced","analytic_partition","ml_indicator","checking_only_indicator","prior_ctr_indicator","address_change_2x_indicator","cross_border_trx_indicator","in_person_contact_indicator","linkedin_indicator","atm_deposit_indicator","trx_10ksum_indicator","common_merchant_indicator","direct_deposit_indicator","citizenship_country_risk","occupation_risk","num_acctbal_chgs_gt2000","distance_to_employer","distance_to_bank","income","primary_transfer_cash","primary_transfer_check","primary_transfer_wire"
10740,-0.142246962,-2.295974821,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,-0.651540761,-0.375869184,-0.169728981,0.2461154586,0,1,0
10741,-0.668302187,-0.032123012,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,-0.488284872,-0.375869184,-0.774719483,-0.682023371,0,1,0
10742,-0.498894572,1.4155101181,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,3,-0.635215172,-0.233542441,-0.895717584,0.1678300565,0,0,1
10743,-0.231408864,-1.387354027,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,-0.782145472,-0.660522669,-0.532723282,0.3554597431,0,1,0
10744,-0.819877422,-0.386331118,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,-0.080145149,-0.233542441,-0.895717584,0.1304116048,0,1,0
10745,-0.846625993,-0.278528651,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0.6381807626,-0.233542441,0.4352615207,-1.191886163,0,0,1
10746,0.125238746,-0.309329356,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,7,-0.66786635,0.4780912716,-1.016715684,-0.778738088,0,1,0
10747,-0.42756505,2.2317287977,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.504610461,-0.660522669,1.0402520227,-0.074953219,0,0,1
10748,-0.677218378,-0.155325831,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2,4,-0.406656927,-0.660522669,4.7911931348,0.2114961131,0,1,0
10749,-0.668302187,0.5992914385,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,3,-0.602563994,-0.233542441,-0.653721383,4.0721801303,0,1,0
10750,-0.472146002,-0.263128298,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,-0.537261638,-0.518195926,-0.774719483,3.6038336814,0,1,0
10751,-0.097666011,-0.047523364,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2,2.9890655643,-0.375869184,-1.016715684,1.2202715938,0,1,0
10752,2.5861072586,-0.571135347,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,-0.047493971,-0.518195926,-0.895717584,-0.423900994,0,1,0
10753,-0.240325055,-1.772362838,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,-0.847447827,-0.660522669,1.0402520227,-0.396962396,0,1,0
10754,-0.106582201,0.7686953154,0,0,1,2,0,0,1,0,0,1,1,0,0,0,1,0,2,0.7198087071,-0.660522669,0.6772577215,-0.169563008,0,1,0
10755,-0.240325055,0.3682861518,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2.3523675972,-0.660522669,-0.774719483,0.8632176073,0,1,0
10756,-0.712883139,0.6300921434,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,-0.81479665,-0.233542441,0.4352615207,-1.28121124,0,1,0
10757,-0.356235528,-0.386331118,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,-0.651540761,-0.091215699,0.6772577215,0.6604727472,0,1,0
10758,3.4153129531,-0.309329356,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,3,0,-0.651540761,-0.518195926,0.4352615207,-0.03151109,0,1,0
10759,-0.686134568,-0.340130061,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,-0.733168705,-0.660522669,-0.653721383,0.7297562238,0,1,0
10760,2.4791129755,-0.186126536,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0.7524598849,-0.375869184,0.6772577215,-0.418414745,1,0,0
10761,-0.356235528,0.753294963,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,3,-0.716843116,-0.518195926,-1.016715684,-0.014582096,0,0,1
10762,0.3124787416,-0.971544511,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,4,0,-0.831122239,-0.660522669,0.3142634203,0.0746981951,1,0,0
10763,2.3721186923,0.8764977825,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,6,1.2912043186,2.7553191529,2.4922292274,-0.71077579,0,1,0
10764,2.6841853515,-0.863742044,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,2,3,-0.618889583,-0.660522669,-0.895717584,-0.549547273,0,1,0
10765,-0.320570767,1.0767023643,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,2,0,2.874786442,2.6129924103,-1.016715684,-0.29090986,0,1,0
10766,2.2205434578,0.7070939056,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1.4218090298,2.4706656678,-0.048730881,0.0613520567,0,0,1
10767,-0.900123134,1.2461062412,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0.2953433956,-0.518195926,1.1612501231,0.0260161401,0,0,1
10768,-0.76638028,0.0756794554,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,-0.651540761,-0.091215699,0.5562596211,-1.100836836,0,1,0
10769,-0.810961232,-0.047523364,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,5,0.6545063515,-0.518195926,0.3142634203,0.1340168536,0,1,0
10770,1.9976387013,-0.016722659,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0.3769713401,-0.233542441,-0.653721383,-0.240660306,0,1,0
10771,-0.579140285,-0.540334642,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,2,0,-0.618889583,-0.091215699,-0.653721383,0.1518415619,0,1,0
10772,-0.160079342,0.3374854469,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0.2790178067,-0.375869184,1.1612501231,0.1022637929,0,1,0
10773,-0.953620276,1.4309104705,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,6,-0.782145472,-0.233542441,-0.290727082,0.0442215268,0,1,0
10774,-0.249241245,-1.726161781,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,-0.243401038,-0.660522669,-0.895717584,-1.281636704,0,1,0
10775,1.0792711042,-1.002345216,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,-0.684191938,-0.660522669,1.0402520227,0.4891450551,0,1,0
10776,-0.837709802,1.169104479,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,5,-0.504610461,-0.233542441,1.766240625,-0.207160603,0,1,0
10777,-0.07983363,-0.601936052,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,-0.66786635,-0.233542441,-0.532723282,0.0830731208,0,1,0
10778,-0.195744103,0.306684742,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.733168705,-0.660522669,-0.411725182,0.0166111433,0,1,0
10779,-0.311654577,0.6454924958,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,-0.66786635,0.0511110439,-0.532723282,-1.077816987,0,1,0
10780,-0.588056475,0.1526812176,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,2,2,-0.112796327,-0.660522669,-0.048730881,-0.060330688,0,1,0
10781,-0.231408864,-0.370930766,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,-0.66786635,-0.518195926,-1.016715684,0.5502551416,0,1,0
10782,-0.864458373,0.5992914385,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,1,0.6381807626,-0.091215699,1.0402520227,3.7341152802,0,1,0
10783,0.5264673079,-0.540334642,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,6,-0.096470738,-0.375869184,-1.016715684,-0.490206221,1,0,0
10784,-0.775296471,-0.494133585,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,-0.618889583,-0.518195926,-1.016715684,0.1083994337,0,0,1
10785,0.1609035071,-0.293929003,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,-0.684191938,-0.091215699,-0.774719483,-0.362947657,1,0,0
10786,-0.275989816,-0.5865357,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,-0.341354572,-0.518195926,0.6772577215,-1.240299504,0,1,0
10787,-0.338403148,-0.139925479,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,-0.602563994,0.6204180142,0.3142634203,0.235635605,1,0,0
10788,-0.659385997,-1.033145921,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,-0.569912816,-0.233542441,-0.653721383,0.1930891908,0,0,1
10789,-0.7485479,-1.587558609,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,-0.080145149,0.0511110439,1.4032463238,0.2186170393,0,1,0
10790,-0.623721236,1.5695136426,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,7,0,-0.406656927,-0.091215699,-0.532723282,0.2357923549,0,1,0
10791,-0.374067909,-0.263128298,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2.9890655643,-0.375869184,0.5562596211,-0.002915422,0,1,0
10792,2.3988672631,-2.650182927,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,3,-0.81479665,-0.233542441,0.4352615207,-0.787404121,0,1,0
10793,0.6869587326,-0.555734995,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,4,0,-0.847447827,-0.518195926,-0.774719483,-0.082186109,0,1,0
10794,-0.561307904,-0.186126536,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,-0.651540761,-0.233542441,-0.532723282,1.9553840597,0,0,1
10795,-0.909039324,-0.001322307,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,2,1.6177160966,1.6167052123,-0.774719483,0.1897526562,0,1,0
10796,-0.160079342,0.1064801603,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,7,5,-0.66786635,-0.091215699,1.1612501231,-0.246840732,0,1,0
10797,-0.284906006,0.1834819225,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,2,7,-0.178098683,-0.091215699,-1.016715684,4.9487258342,0,1,0
10798,-0.623721236,0.2142826274,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,-0.635215172,-0.518195926,-0.653721383,-1.025417719,0,0,1
10799,0.8117853963,1.3231080034,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,4,0,0.6218551737,3.1822993807,-0.895717584,0.1352484603,0,1,0
10800,-0.41864886,-0.956144158,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-0.390331338,-0.091215699,-0.653721383,0.4028654056,0,1,0
10801,0.7047911131,0.2296829798,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,7,-0.749494294,0.7627447568,0.4352615207,0.0634121989,0,1,0
10802,-0.097666011,-0.709738519,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,-0.618889583,-0.660522669,-0.895717584,-0.705759791,0,1,0
10803,-0.819877422,-1.310352265,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0178083843,-0.660522669,0.3142634203,-0.108430529,0,1,0
10804,-0.864458373,1.0151009545,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,2,-0.782145472,-0.233542441,-0.774719483,-0.420474888,0,1,0
10805,-0.275989816,0.6608928483,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.292377805,-0.375869184,2.0082368258,-0.447435879,0,1,0
10806,1.2843434802,-1.171749093,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,-0.488284872,-0.375869184,-1.016715684,-1.209509335,0,1,0
10807,-0.810961232,0.1834819225,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,-0.471959283,-0.660522669,-0.895717584,-1.281569525,0,1,0
10808,-0.062001249,-2.757985395,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,2,1.3565066742,-0.375869184,-0.532723282,-0.452183163,0,1,0
10809,0.767204445,0.1834819225,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,3,1,-0.586238405,-0.660522669,0.5562596211,0.6956966996,0,1,0
10810,-0.472146002,0.1988822749,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,-0.66786635,-0.091215699,-1.016715684,-0.081872609,0,1,0
10811,-0.186827913,0.6146917909,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,-0.81479665,-0.091215699,0.9192539223,-0.394767896,0,1,0
10812,-0.284906006,0.3990868567,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,1,-0.455633694,-0.233542441,4.0652045325,-0.608910717,0,1,0
10813,-0.76638028,2.2933302075,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,-0.602563994,-0.660522669,-0.532723282,-0.433529919,0,1,0
10814,-0.133330772,1.584913995,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7,-0.782145472,-0.375869184,-0.653721383,0.1996726886,1,0,0
10815,-0.489978382,-0.5865357,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,3,0,-0.586238405,-0.518195926,-0.895717584,-0.314287995,0,1,0
10816,1.9976387013,1.5079122328,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,-0.716843116,-0.660522669,1.0402520227,-0.987170732,0,1,0
10817,-0.552391714,-2.342175879,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,2,0,-0.471959283,1.6167052123,-0.653721383,0.817401837,0,1,0
10818,-0.124414581,-1.495156494,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,1,-0.504610461,-0.233542441,0.1932653199,0.0132074301,0,1,0
10819,-0.204660294,0.5530903812,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.4422736957,-0.660522669,0.4352615207,-1.259176676,0,1,0
10820,-0.793128851,-2.573181165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,-0.586238405,-0.518195926,-0.653721383,-1.19681259,0,1,0
10821,-0.133330772,0.1218805127,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,3,2,-0.66786635,-0.091215699,0.1932653199,1.8232886401,0,0,1
10822,-0.7485479,0.9226988399,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,-0.700517527,-0.660522669,-0.653721383,0.5267426495,0,1,0
10823,1.8906444181,-0.293929003,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,-0.716843116,-0.233542441,-1.016715684,-0.481226689,1,0,0
10824,-0.7485479,-0.216927241,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,6,0,2.6625537863,-0.091215699,-0.048730881,0.0427212059,1,0,0
10825,-0.365151718,1.0613020119,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,-0.047493971,-0.518195926,0.1932653199,0.0842599418,0,1,0
10826,-0.329486957,1.2461062412,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,-0.227075449,-0.660522669,1.0402520227,-0.756143703,0,1,0
10827,-0.650469807,0.4760886189,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,-0.66786635,-0.233542441,-1.016715684,-0.424774315,0,1,0
10828,-0.819877422,0.3374854469,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,-0.06381956,-0.660522669,-1.016715684,0.2627533458,1,0,0
10829,1.649907281,1.0767023643,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,-0.635215172,-0.091215699,-0.169728981,-0.280407614,0,1,0
10830,-0.356235528,-0.956144158,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,-0.765819883,-0.660522669,-0.653721383,-0.150932157,0,0,1
10831,-0.75746409,-0.817540986,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,7,0.9810181295,-0.660522669,-0.653721383,-0.172854757,0,1,0
10832,-0.75746409,0.4144872092,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,4,-0.798471061,0.1934377865,-0.653721383,-0.016754203,0,1,0
10833,0.8831149184,-1.818563895,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,-0.66786635,3.0399726381,1.1612501231,0.7449385758,0,1,0
10834,-0.552391714,0.3220850945,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0.0341339732,0.1934377865,1.2822482234,0.1676733065,0,1,0
10835,-0.561307904,-0.571135347,0,1,0,2,0,0,0,0,1,1,1,1,0,0,1,0,4,-0.66786635,-0.091215699,0.5562596211,1.0120628784,0,1,0
10836,-0.498894572,0.6762932007,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,3,0,1.4381346187,-0.518195926,-0.895717584,-0.724166714,0,1,0
10837,0.0806577947,-0.5865357,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,6,0,-0.651540761,1.1897249845,-0.169728981,-0.036504696,0,1,0
10838,0.8831149184,-0.263128298,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0.3606457512,-0.518195926,-0.774719483,-0.21806592,0,1,0
10839,-0.106582201,0.3836865043,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,5,-0.569912816,-0.233542441,0.3142634203,-1.220817724,0,1,0
10840,1.0079415821,0.1988822749,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0831107399,-0.518195926,0.7982558219,-0.437515846,0,1,0
10841,-0.605888856,0.5068893238,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,2,1,-0.765819883,-0.091215699,0.4352615207,0.1455939568,0,0,1
10842,-0.561307904,-0.155325831,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2.9727399754,-0.518195926,-0.290727082,0.0848869416,1,0,0
10843,0.767204445,0.4606882665,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,-0.618889583,-0.375869184,-0.048730881,0.3952070511,1,0,0
10844,3.4420615239,1.4155101181,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0.23004104,-0.660522669,-0.895717584,-0.433417955,0,1,0
10845,-0.115498391,-1.294951912,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,-0.651540761,-0.375869184,-0.895717584,3.7802669432,1,0,0
10846,0.8831149184,2.0469245684,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0.4749248735,-0.518195926,-0.895717584,-1.243837574,0,1,0
10847,2.5771910684,0.4760886189,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,-0.684191938,0.0511110439,-0.895717584,1.8558478433,1,0,0
10848,-0.819877422,-0.894542749,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,-0.553587227,-0.091215699,1.0402520227,-0.351034661,0,1,0
10849,1.2130139581,1.5079122328,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,2,0,2.9890655643,3.1822993807,0.6772577215,-0.733818032,0,1,0
10850,-0.76638028,-0.64813711,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2,0,0.8667390072,-0.233542441,0.3142634203,-0.242608483,0,1,0
10851,-0.07091744,-0.755939577,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7605073197,-0.518195926,-0.653721383,1.4353101283,1,0,0
10852,-0.42756505,2.1547270355,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,2,0,1.5034369743,-0.660522669,-0.290727082,-1.268626458,0,1,0
10853,-0.76638028,1.6619157572,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,5,-0.602563994,-0.518195926,-0.048730881,-0.720539072,0,1,0
10854,-0.374067909,-0.324729708,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,1,-0.014842793,-0.375869184,-0.653721383,0.2350086052,1,0,0
10855,-0.106582201,0.3682861518,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,-0.390331338,0.6204180142,0.1932653199,0.3358883925,0,1,0
10856,2.4077834534,0.445287914,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,5,0,0.4585992846,-0.660522669,-1.016715684,0.7106775159,0,0,1
10857,-0.382984099,0.7840956678,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,3,-0.488284872,-0.660522669,-1.016715684,0.5431566082,0,1,0
10858,2.4523644047,0.5068893238,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.716843116,-0.660522669,2.4922292274,0.1788473385,0,1,0
10859,-0.507810763,0.7224942581,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0.5239016403,-0.233542441,-0.532723282,-0.46143141,0,1,0
10860,-0.864458373,0.2450833323,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,6,1,1.0789716629,-0.660522669,0.1932653199,0.0012496485,0,1,0
10861,-0.614805046,-0.370930766,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,3,-0.765819883,-0.091215699,0.6772577215,0.3627822049,0,1,0
10862,-0.240325055,0.8148963727,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,-0.733168705,-0.518195926,-0.653721383,1.0385536194,0,1,0
10863,-0.142246962,0.0910798078,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0.1157619177,-0.091215699,-0.774719483,0.101211329,0,1,0
10864,-0.08874982,0.9688998972,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,4,1,-0.194424271,1.7590319549,0.3142634203,0.9267013358,0,0,1
10865,-0.356235528,0.4760886189,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1.6666928633,-0.375869184,-0.290727082,2.763989858,0,1,0
10866,-0.097666011,0.2604836847,0,1,0,2,0,0,1,0,1,1,0,1,0,0,1,6,0,0.5075760514,-0.375869184,-0.895717584,0.9475490788,0,1,0
10867,-0.579140285,-0.001322307,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,1.9768790525,-0.518195926,-0.653721383,0.2575582047,0,1,0
10868,-0.133330772,-1.079346978,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,2,0,-0.700517527,-0.091215699,0.3142634203,-0.00667742,0,1,0
10869,0.6245454008,-0.709738519,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.276052216,-0.518195926,-1.016715684,0.005638647,0,0,1
10870,-0.944704086,0.2912843896,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.635215172,-0.660522669,0.7982558219,0.2655300592,0,1,0
10871,-0.42756505,-0.601936052,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,-0.81479665,-0.233542441,0.6772577215,-0.982557805,0,0,1
10872,-0.42756505,0.6608928483,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,5,0,-0.471959283,1.9013586974,-0.774719483,0.1514384906,0,0,1
10873,-0.712883139,-0.494133585,0,1,0,2,0,0,0,0,1,0,1,0,0,1,1,1,2,0.9810181295,-0.518195926,0.3142634203,-0.082454823,0,1,0
10874,-0.463229811,0.1988822749,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,5,4,-0.831122239,-0.518195926,-0.653721383,-1.093312839,0,1,0
10875,0.6602101618,1.1999051839,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0.1810642733,-0.518195926,0.3142634203,-0.083440109,0,1,0
10876,-0.160079342,-1.695361076,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,2,0,-0.863773416,0.0511110439,0.5562596211,0.2498550645,0,1,0
10877,1.6320749005,1.169104479,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,6,0.9483669517,-0.660522669,-1.016715684,-1.271716671,0,1,0
10878,-0.721799329,-2.203572707,1,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,-0.618889583,-0.375869184,1.6452425246,-0.100145174,0,1,0
10879,1.4537510952,0.8610974301,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,-0.259726627,-0.375869184,-0.653721383,-0.623936319,0,1,0
10880,-0.75746409,-2.911988919,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,2,0,0.3606457512,-0.660522669,-0.895717584,0.1607987017,0,0,1
10881,1.2665110997,0.8764977825,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,6,-0.765819883,-0.518195926,-1.016715684,-0.787672835,0,1,0
10882,1.4091701439,1.0613020119,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,7,-0.504610461,-0.091215699,-0.774719483,0.1189688587,0,1,0
10883,-0.267073626,1.2923072985,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,-0.031168382,0.3357645291,-0.774719483,-0.730615854,0,1,0
10884,-0.41864886,0.7840956678,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,3.2012982201,-0.518195926,0.5562596211,-0.835459176,0,0,1
10885,0.93661206,0.1218805127,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,6,-0.374005749,2.04368544,-0.532723282,0.1511025978,0,1,0
10886,1.6766558518,1.4001097657,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0.2953433956,1.1897249845,-0.532723282,0.0122221447,0,1,0
10887,-0.873374563,-0.201526889,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,4,3,-0.406656927,-0.518195926,-1.016715684,1.392472607,0,0,1
