account_id,performance_period,ml_indicator,checking_only_indicator,prior_ctr_indicator,address_change_2x_indicator,cross_border_trx_indicator,in_person_contact_indicator,linkedin_indicator,atm_deposit_indicator,trx_10ksum_indicator,common_merchant_indicator,direct_deposit_indicator,marital_status,primary_transfer_cat,citizenship_country_risk,occupation_risk,num_transactions,num_acctbal_chgs_gt2000,distance_to_employer,distance_to_bank,income,credit_score,ml_indicator_type,marital_status_type,primary_transfer_cat_type
43,4,0,1,1,0,1,1,1,0,0,0,0,1,1,4,1,16,186,19,29,27583,640,no_money_launder,married,check
44,4,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,49,2,2,10,68882,715,no_money_launder,married,check
45,4,0,0,0,0,1,1,0,1,0,1,1,1,1,3,3,34,108,4,40,70074,646,no_money_launder,married,check
46,4,0,0,1,0,0,1,0,1,0,0,1,2,0,2,0,6,13,6,11,42191,623,no_money_launder,divorced,cash
47,4,0,0,1,0,1,0,1,1,1,1,1,1,1,3,1,71,14,2,23,30402,575,no_money_launder,married,check
48,4,0,1,1,0,1,1,0,0,0,0,1,0,0,3,0,100,216,1,13,70802,709,no_money_launder,single,cash
49,4,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,265,7,5,4,49426,696,no_money_launder,married,cash
50,4,0,0,0,0,1,1,0,0,0,1,1,2,1,1,2,12,49,1,1,39812,568,no_money_launder,divorced,check
51,4,0,1,0,0,1,0,0,0,0,1,1,1,1,4,0,286,15,6,1,7456,764,no_money_launder,married,check
52,4,0,1,1,0,0,1,1,1,0,0,0,1,1,2,1,93,1,12,42,5888,751,no_money_launder,married,check
53,4,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,41,11,3,5,51756,723,no_money_launder,married,check
54,4,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,247,11,4,27,71701,804,no_money_launder,single,check
55,4,0,1,0,1,0,1,1,0,0,0,1,2,1,2,2,137,22,18,4,72248,719,no_money_launder,divorced,check
56,4,0,1,0,1,1,1,0,1,0,1,1,2,1,4,1,11,46,2,28,80921,601,no_money_launder,divorced,check
57,4,0,0,0,0,0,1,0,1,0,0,1,0,2,1,2,13,5,3,14,44174,714,no_money_launder,single,wire
58,4,0,0,0,1,0,1,0,0,0,0,1,1,1,4,2,97,103,5,13,11248,615,no_money_launder,married,check
59,4,0,1,0,0,1,1,1,1,0,0,1,0,1,0,4,192,17,12,12,8758,664,no_money_launder,single,check
60,4,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,320,16,2,3,8024,555,no_money_launder,single,check
61,4,0,0,1,1,0,0,0,1,0,0,1,2,1,1,1,79,24,2,2,68794,702,no_money_launder,divorced,check
62,4,0,1,1,1,1,1,1,1,0,0,1,1,2,0,0,51,112,4,12,57245,734,no_money_launder,married,wire
63,4,0,0,1,0,1,1,1,1,0,1,0,2,0,2,0,25,18,2,1,86118,766,no_money_launder,divorced,cash
64,4,0,0,1,0,0,1,0,0,1,1,1,2,0,4,1,39,16,8,15,65713,680,no_money_launder,divorced,cash
65,4,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,50,11,17,1,16116,784,no_money_launder,married,cash
66,4,0,0,0,0,1,1,1,0,0,1,1,2,1,1,0,275,16,12,5,28324,715,no_money_launder,divorced,check
67,4,0,1,0,0,0,0,0,1,0,0,1,1,1,4,4,70,77,5,20,35820,764,no_money_launder,married,check
68,4,0,0,0,0,1,1,0,1,0,1,1,1,1,2,0,75,3,10,21,18555,679,no_money_launder,married,check
69,4,0,0,0,0,0,1,0,0,1,0,1,0,1,2,6,14,15,5,7,69056,693,no_money_launder,single,check
70,4,0,0,1,0,0,1,0,1,0,1,0,1,2,0,1,274,8,5,3,38811,583,no_money_launder,married,wire
71,4,0,0,0,0,0,1,0,1,0,0,1,1,1,2,7,27,34,1,5,58551,727,no_money_launder,married,check
72,4,0,0,0,0,0,0,1,1,0,0,1,1,1,4,3,115,197,5,6,10208,643,no_money_launder,married,check
73,4,0,0,0,0,0,1,1,0,1,0,1,0,1,5,7,69,8,3,1,12077,696,no_money_launder,single,check
74,4,0,1,1,0,0,1,0,0,0,0,1,2,0,3,0,491,191,1,34,125824,715,no_money_launder,divorced,cash
75,4,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,146,161,3,2,74845,666,no_money_launder,married,check
76,4,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,19,17,4,11,13725,703,no_money_launder,single,check
77,4,0,1,1,1,0,1,1,1,0,0,1,1,1,7,0,42,15,5,6,6324,599,no_money_launder,married,check
78,4,0,0,1,1,1,0,1,1,0,0,1,2,2,6,0,344,187,4,4,75071,709,no_money_launder,divorced,wire
79,4,0,1,1,0,1,1,0,0,0,0,0,0,1,2,0,59,71,1,17,51472,575,no_money_launder,single,check
80,4,0,0,1,1,0,1,0,0,0,0,1,2,1,4,7,2,26,2,13,33928,658,no_money_launder,divorced,check
81,4,0,0,0,0,0,1,1,1,0,0,1,1,1,2,2,79,10,5,13,105847,695,no_money_launder,married,check
82,4,0,1,1,0,1,1,0,1,0,0,1,2,1,4,0,169,22,1,1,72895,748,no_money_launder,divorced,check
83,4,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,204,13,4,1,87998,603,no_money_launder,married,check
84,4,0,0,0,0,0,1,1,1,0,0,1,1,1,2,1,57,3,4,16,134197,731,no_money_launder,married,check
85,4,0,0,0,1,1,0,1,1,0,0,1,1,2,1,0,143,197,5,12,97611,754,no_money_launder,married,wire
86,4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,50,19,22,42,6575,675,no_money_launder,married,cash
87,4,0,0,1,0,0,1,1,1,0,0,1,1,0,3,1,196,43,1,1,72894,692,no_money_launder,married,cash
88,4,0,0,0,0,0,1,1,0,0,0,1,2,1,0,7,199,65,4,12,60019,714,no_money_launder,divorced,check
89,4,0,1,0,0,0,1,1,1,0,0,1,2,0,0,0,241,11,1,1,45324,782,no_money_launder,divorced,cash
90,4,0,1,0,0,0,1,1,1,0,1,1,2,1,1,0,68,2,4,14,35380,729,no_money_launder,divorced,check
91,4,0,0,1,0,1,1,1,0,0,0,1,1,1,3,1,83,18,4,13,147195,639,no_money_launder,married,check
92,4,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,15,88,3,20,243278,666,no_money_launder,single,check
93,4,0,0,1,1,1,1,1,1,0,0,1,2,2,6,1,86,47,3,8,36079,554,no_money_launder,divorced,wire
94,4,0,1,0,1,0,1,1,1,0,0,1,2,1,2,2,22,2,4,15,69877,764,no_money_launder,divorced,check
95,4,0,0,1,0,0,0,0,1,1,0,1,1,1,0,4,20,223,13,5,5539,684,no_money_launder,married,check
96,4,0,1,0,0,0,0,1,1,1,0,1,2,1,4,0,23,177,3,2,54896,709,no_money_launder,divorced,check
97,4,0,1,1,0,1,1,1,1,1,0,0,0,2,1,0,45,15,15,3,37225,805,no_money_launder,single,wire
98,4,0,0,1,0,1,0,0,1,0,0,1,0,2,3,2,23,18,10,3,62257,663,no_money_launder,single,wire
99,4,0,0,1,0,0,0,1,1,1,0,1,0,1,5,0,20,122,1,3,68764,541,no_money_launder,single,check
100,4,0,0,1,0,0,1,1,0,1,0,1,2,1,0,2,13,164,4,4,143139,749,no_money_launder,divorced,check
101,4,0,0,1,0,0,0,1,1,0,0,0,2,1,0,2,16,4,3,1,40061,703,no_money_launder,divorced,check
102,4,0,1,0,0,1,1,1,1,0,1,1,2,1,4,1,39,191,9,3,61481,614,no_money_launder,divorced,check
103,4,0,1,0,0,1,1,0,0,0,0,1,0,1,4,0,87,5,4,12,32017,641,no_money_launder,single,check
104,4,0,1,1,0,1,1,1,1,0,0,1,0,1,2,0,105,9,3,4,35442,515,no_money_launder,single,check
105,4,0,1,1,0,1,1,1,1,0,0,1,2,1,3,6,324,15,27,1,23730,542,no_money_launder,divorced,check
106,4,0,1,1,0,1,1,0,1,0,0,1,2,1,0,4,126,4,1,1,15291,621,no_money_launder,divorced,check
107,4,0,1,0,1,1,0,1,1,0,0,0,1,2,1,0,84,22,7,1,41332,588,no_money_launder,married,wire
108,4,0,0,1,0,1,1,0,1,0,0,1,0,2,0,0,1,201,7,3,286032,633,no_money_launder,single,wire
109,4,0,1,1,0,0,0,0,0,0,1,1,1,2,0,2,207,3,5,12,22522,721,no_money_launder,married,wire
110,4,0,0,1,1,1,1,1,0,0,0,1,2,1,2,0,159,37,5,3,71418,665,no_money_launder,divorced,check
111,4,0,1,0,0,0,1,0,1,0,0,1,2,2,7,0,153,2,4,1,76340,805,no_money_launder,divorced,wire
112,4,0,0,0,0,0,1,1,1,0,0,1,0,0,5,0,13,192,1,2,105075,723,no_money_launder,single,cash
113,4,0,0,1,0,0,1,1,1,0,1,0,0,1,4,0,67,111,5,15,8166,684,no_money_launder,single,check
114,4,0,1,0,1,0,1,1,0,0,0,1,0,0,6,1,86,5,1,7,72697,604,no_money_launder,single,cash
115,4,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,53,14,7,3,5162,772,no_money_launder,single,check
116,4,0,1,1,0,1,1,1,0,0,0,1,2,1,3,1,232,17,3,5,73780,713,no_money_launder,divorced,check
117,4,0,0,0,1,0,1,0,1,0,0,1,1,2,1,0,24,12,5,18,130211,714,no_money_launder,married,wire
118,4,0,0,1,0,1,1,1,1,0,0,1,0,2,3,0,21,62,28,3,43456,696,no_money_launder,single,wire
119,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,92,12,4,11,11812,786,no_money_launder,single,cash
120,4,0,0,1,1,1,0,0,0,0,0,1,0,1,4,5,26,35,5,1,50776,789,no_money_launder,single,check
121,4,0,0,0,0,1,1,0,0,0,0,1,1,1,3,3,16,7,2,12,8082,727,no_money_launder,married,check
122,4,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,98,4,4,5,17415,783,no_money_launder,married,check
123,4,0,1,1,1,1,1,0,0,1,0,0,2,1,0,3,26,15,4,15,19052,723,no_money_launder,divorced,check
124,4,0,0,0,0,0,1,1,0,0,1,1,0,1,3,0,18,12,2,5,45896,847,no_money_launder,single,check
125,4,0,1,0,0,1,1,0,0,0,0,1,2,1,5,0,57,30,3,24,64830,740,no_money_launder,divorced,check
126,4,0,0,0,0,1,1,0,1,0,0,1,0,2,3,6,282,13,1,19,7419,745,no_money_launder,single,wire
127,4,0,0,0,1,0,1,1,0,0,1,1,2,1,2,0,64,17,7,13,15619,730,no_money_launder,divorced,check
128,4,0,0,0,0,1,1,1,0,0,1,1,2,2,4,1,16,25,5,12,29126,773,no_money_launder,divorced,wire
129,4,0,0,0,0,0,1,0,0,0,1,1,2,0,0,5,32,14,4,3,53862,753,no_money_launder,divorced,cash
130,4,0,0,0,0,0,1,1,1,0,0,1,2,1,3,0,18,60,4,23,7297,734,no_money_launder,divorced,check
131,4,0,1,0,0,1,1,0,0,1,0,1,2,1,4,0,453,152,4,20,39520,720,no_money_launder,divorced,check
132,4,0,0,1,0,1,0,1,1,0,0,1,2,2,1,3,25,216,1,20,8379,630,no_money_launder,divorced,wire
133,4,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,27,51,4,1,48077,728,no_money_launder,divorced,check
134,4,0,0,0,1,0,1,1,0,0,0,1,1,1,2,2,69,146,4,23,78338,749,no_money_launder,married,check
135,4,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,24,20,5,9,85625,694,no_money_launder,married,check
136,4,0,1,0,0,0,1,1,1,0,0,1,2,2,3,7,89,8,50,6,60427,794,no_money_launder,divorced,wire
137,4,0,0,1,0,0,1,1,0,0,0,1,0,1,2,0,74,218,2,49,72784,782,no_money_launder,single,check
138,4,0,0,1,0,0,1,1,1,0,0,1,0,1,0,3,14,5,1,41,94247,746,no_money_launder,single,check
139,4,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,297,53,1,5,36891,509,no_money_launder,married,check
140,4,0,0,1,0,0,0,1,1,0,0,1,2,0,2,0,11,3,1,19,35516,707,no_money_launder,divorced,cash
141,4,0,0,0,1,1,1,0,1,0,1,0,1,0,1,2,62,11,1,22,58075,595,no_money_launder,married,cash
142,4,0,0,0,0,1,1,1,1,0,0,1,2,1,2,0,354,25,6,4,65799,734,no_money_launder,divorced,check
143,4,0,0,1,0,1,1,1,0,0,0,1,1,1,2,6,432,194,4,1,67870,627,no_money_launder,married,check
144,4,0,0,0,1,1,1,1,1,0,0,1,0,2,2,2,38,19,8,6,67348,684,no_money_launder,single,wire
145,4,0,0,1,1,1,1,1,0,1,0,1,2,1,4,0,15,13,2,8,96901,642,no_money_launder,divorced,check
146,4,0,1,0,0,1,0,1,0,0,0,1,2,1,5,0,89,118,1,13,64841,744,no_money_launder,divorced,check
147,4,0,1,0,1,0,1,1,1,0,1,1,1,2,0,5,137,45,5,12,15417,682,no_money_launder,married,wire
148,4,0,0,0,0,1,1,1,1,0,0,1,0,1,2,2,104,41,5,20,139920,731,no_money_launder,single,check
149,4,0,1,1,0,1,1,0,0,0,0,1,0,0,1,2,35,39,4,15,32759,701,no_money_launder,single,cash
150,4,0,1,0,0,0,1,1,1,0,0,1,2,1,3,4,148,20,1,12,108698,723,no_money_launder,divorced,check
151,4,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,13,10,5,55768,766,no_money_launder,married,check
152,4,0,1,0,0,1,0,0,1,0,0,1,1,1,3,0,75,117,13,12,54031,776,no_money_launder,married,check
153,4,0,0,1,0,1,0,1,0,0,0,1,1,1,3,0,369,10,1,6,9452,690,no_money_launder,married,check
154,4,0,0,0,0,0,1,0,0,0,0,1,2,1,0,2,41,211,1,13,41315,722,no_money_launder,divorced,check
155,4,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,372,104,16,7,70013,667,no_money_launder,single,check
156,4,0,0,1,0,1,1,1,0,0,0,1,1,1,0,4,5,11,5,3,8035,780,no_money_launder,married,check
157,4,0,0,1,0,0,1,1,1,0,0,0,0,1,4,0,67,41,16,3,64715,633,no_money_launder,single,check
158,4,0,0,1,1,1,1,0,0,0,0,1,0,0,3,3,231,30,2,13,86328,701,no_money_launder,single,cash
159,4,0,0,0,0,0,1,0,1,0,1,1,2,1,5,4,92,22,3,5,45435,558,no_money_launder,divorced,check
160,4,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,69,1,4,4,51563,700,no_money_launder,married,check
161,4,0,1,0,0,1,1,0,1,1,1,0,1,0,2,6,289,21,3,4,12227,725,no_money_launder,married,cash
162,4,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,236,25,2,3,132730,572,no_money_launder,married,check
163,4,0,0,1,0,1,1,1,0,0,0,1,0,1,2,1,19,19,1,12,63418,689,no_money_launder,single,check
164,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,348,14,4,13,71212,734,no_money_launder,single,check
165,4,0,1,0,0,1,1,0,1,0,0,1,0,2,0,3,20,17,1,12,111213,669,no_money_launder,single,wire
166,4,0,1,1,0,0,1,1,0,0,0,1,2,1,0,4,85,16,4,9,139648,624,no_money_launder,divorced,check
167,4,0,1,0,1,1,1,1,1,0,1,1,2,0,2,0,259,1,1,9,8342,572,no_money_launder,divorced,cash
168,4,0,1,0,0,0,1,1,1,0,0,1,0,1,2,3,52,4,9,20,83134,673,no_money_launder,single,check
169,4,0,0,1,0,1,1,0,1,0,0,1,2,1,5,0,323,232,3,14,6911,722,no_money_launder,divorced,check
170,4,0,1,0,0,1,1,1,0,0,0,1,2,1,0,0,81,11,5,14,245901,676,no_money_launder,divorced,check
171,4,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,54,48,3,1,29577,678,no_money_launder,married,cash
172,4,0,1,1,1,0,1,1,1,0,0,1,2,1,2,0,389,47,19,1,131064,661,no_money_launder,divorced,check
173,4,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,54,174,1,11,13532,574,no_money_launder,married,check
174,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,75,20,2,3,297686,614,no_money_launder,single,check
175,4,0,0,1,0,0,1,0,1,0,0,1,2,1,3,4,351,175,2,2,65640,766,no_money_launder,divorced,check
176,4,0,0,0,1,0,1,0,1,0,0,1,1,0,0,3,180,160,1,12,39676,706,no_money_launder,married,cash
177,4,0,0,0,0,0,1,1,1,0,0,1,0,1,2,1,68,7,10,12,47292,560,no_money_launder,single,check
178,4,0,1,0,0,1,1,1,1,0,0,1,2,1,0,0,65,24,7,25,65272,663,no_money_launder,divorced,check
179,4,0,0,0,0,1,0,0,1,1,1,1,2,2,5,3,88,12,5,14,40477,823,no_money_launder,divorced,wire
180,4,0,1,0,0,1,0,1,1,0,0,0,2,1,3,0,72,3,17,22,6441,738,no_money_launder,divorced,check
181,4,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,181,43,12,41,72416,690,no_money_launder,married,check
182,4,0,0,1,0,0,1,1,1,0,1,1,2,1,5,1,87,23,2,4,44374,651,no_money_launder,divorced,check
183,4,0,0,1,1,1,1,0,0,0,1,1,1,1,2,1,54,17,1,6,62401,593,no_money_launder,married,check
184,4,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,79,3,1,3,26656,732,no_money_launder,married,check
185,4,0,0,1,0,0,1,1,1,0,0,1,2,0,4,0,482,26,9,8,65958,691,no_money_launder,divorced,cash
186,4,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,197,32,2,15,64891,750,no_money_launder,single,check
187,4,0,0,1,0,0,1,1,1,0,0,1,2,1,0,3,369,13,4,11,8864,784,no_money_launder,divorced,check
188,4,0,0,0,0,0,1,1,1,0,1,1,0,0,3,0,260,25,1,8,88879,574,no_money_launder,single,cash
189,4,0,0,0,0,0,1,0,0,0,0,1,1,2,5,0,163,10,4,4,57657,711,no_money_launder,married,wire
190,4,0,1,1,1,1,1,0,0,0,0,1,2,1,2,0,73,1,1,3,256998,716,no_money_launder,divorced,check
191,4,0,0,1,0,0,1,0,1,0,0,1,2,1,0,1,139,20,8,12,41664,768,no_money_launder,divorced,check
192,4,0,1,0,0,1,1,1,1,0,0,1,1,1,2,0,37,22,2,1,64120,582,no_money_launder,married,check
193,4,0,1,1,0,0,1,1,1,0,0,1,1,0,1,4,181,20,13,16,32464,749,no_money_launder,married,cash
194,4,0,1,1,1,1,1,0,0,0,1,1,2,1,3,0,25,20,2,13,5106,743,no_money_launder,divorced,check
195,4,0,1,0,1,0,1,1,0,0,0,0,2,1,2,1,47,11,2,15,210079,709,no_money_launder,divorced,check
196,4,0,1,0,1,0,1,1,1,0,0,1,0,2,4,0,113,12,50,12,9041,724,no_money_launder,single,wire
197,4,0,1,0,0,1,1,1,0,0,0,1,1,1,7,0,64,132,27,20,136306,726,no_money_launder,married,check
198,4,0,1,1,0,1,0,1,1,1,0,1,1,1,0,4,69,117,5,19,5556,659,no_money_launder,married,check
199,4,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,62,20,12,4,40154,734,no_money_launder,married,check
200,4,0,1,0,0,1,1,0,1,1,1,1,0,0,3,2,90,15,3,5,10085,543,no_money_launder,single,cash
201,4,0,0,0,0,0,1,1,1,0,0,1,2,1,4,1,21,73,6,1,31676,826,no_money_launder,divorced,check
202,4,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,123,26,1,2,59435,748,no_money_launder,divorced,check
203,4,0,0,0,1,1,0,1,1,0,0,1,0,1,0,2,152,19,8,5,95174,702,no_money_launder,single,check
204,4,0,0,0,1,1,1,0,0,0,1,1,2,1,2,3,31,12,7,11,67745,699,no_money_launder,divorced,check
205,4,0,0,1,0,1,1,1,0,0,0,1,1,1,4,1,249,22,3,1,74750,728,no_money_launder,married,check
206,4,0,1,1,1,0,0,1,1,0,1,0,1,0,2,0,98,8,4,5,20540,676,no_money_launder,married,cash
207,4,0,0,0,1,1,1,0,0,1,0,0,0,1,3,1,32,199,5,4,73830,618,no_money_launder,single,check
208,4,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,75,30,4,2,67892,671,no_money_launder,single,check
209,4,0,1,1,1,1,1,1,1,1,0,1,2,2,0,2,412,14,2,14,60617,743,no_money_launder,divorced,wire
210,4,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,210,16,4,13,37120,703,no_money_launder,single,check
211,4,0,1,1,0,0,1,1,1,1,0,1,0,1,4,0,6,191,20,11,100268,626,no_money_launder,single,check
212,4,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,383,69,1,13,106327,799,no_money_launder,single,check
213,4,0,0,0,0,1,0,0,1,0,0,1,2,1,2,0,77,96,4,4,41576,763,no_money_launder,divorced,check
214,4,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,60,28,1,16,13224,637,no_money_launder,single,check
215,4,0,1,0,0,0,0,0,1,0,0,1,2,1,0,1,484,21,3,3,65540,619,no_money_launder,divorced,check
216,4,0,1,0,0,1,1,0,0,0,0,0,2,1,4,6,84,13,1,5,10506,730,no_money_launder,divorced,check
217,4,0,1,1,0,0,1,1,1,0,1,1,2,1,4,3,14,127,3,1,93713,790,no_money_launder,divorced,check
218,4,0,1,0,0,0,1,1,1,0,0,1,1,1,4,3,17,18,1,18,63546,667,no_money_launder,married,check
219,4,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,114,153,5,17,9234,781,no_money_launder,single,cash
220,4,0,0,0,1,0,1,0,1,0,1,1,2,2,0,6,6,14,6,21,71878,746,no_money_launder,divorced,wire
221,4,0,0,1,0,1,1,0,1,0,0,0,1,1,5,0,43,21,3,2,6092,680,no_money_launder,married,check
222,4,0,0,0,1,0,1,1,0,1,0,1,1,0,2,0,199,131,1,1,32023,658,no_money_launder,married,cash
223,4,0,1,0,0,1,1,1,0,0,0,1,1,2,3,0,93,17,47,1,72726,748,no_money_launder,married,wire
224,4,0,0,1,0,1,1,1,0,1,0,1,1,1,2,1,293,12,4,19,47801,690,no_money_launder,married,check
225,4,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,447,15,13,1,49010,752,no_money_launder,married,cash
226,4,0,0,1,0,1,1,1,0,1,0,1,2,1,1,1,66,19,1,3,297424,601,no_money_launder,divorced,check
227,4,0,0,1,0,0,1,1,0,0,1,1,0,1,0,7,20,19,1,4,8142,782,no_money_launder,single,check
228,4,0,0,0,0,1,1,1,1,0,0,1,2,1,0,3,20,20,3,15,61212,633,no_money_launder,divorced,check
229,4,0,0,1,0,0,1,1,0,0,0,1,0,1,1,2,303,11,1,12,73610,703,no_money_launder,single,check
