account_id,performance_period,ml_indicator,checking_only_indicator,prior_ctr_indicator,address_change_2x_indicator,cross_border_trx_indicator,in_person_contact_indicator,linkedin_indicator,atm_deposit_indicator,trx_10ksum_indicator,common_merchant_indicator,direct_deposit_indicator,marital_status,primary_transfer_cat,citizenship_country_risk,occupation_risk,num_transactions,num_acctbal_chgs_gt2000,distance_to_employer,distance_to_bank,income,credit_score,ml_indicator_type,marital_status_type,primary_transfer_cat_type
37,3,0,0,0,0,1,0,1,0,0,0,1,1,1,3,0,294,18,5,12,26772,723,no_money_launder,married,check
38,3,0,1,1,0,1,1,1,0,0,0,1,2,1,3,2,24,141,5,1,86256,701,no_money_launder,divorced,check
39,3,0,1,1,0,0,1,0,1,0,0,1,2,1,1,0,12,13,1,1,10162,742,no_money_launder,divorced,check
40,3,0,0,1,1,1,1,1,1,0,0,0,1,2,4,1,60,14,10,14,85701,726,no_money_launder,married,wire
41,3,0,0,0,0,1,1,1,1,0,0,1,2,1,2,1,167,37,2,14,264019,721,no_money_launder,divorced,check
42,3,0,1,1,0,0,1,0,0,0,0,0,2,1,7,3,168,41,3,1,71448,845,no_money_launder,divorced,check
43,3,0,0,1,1,1,1,0,1,0,0,0,2,1,0,0,12,2,1,11,5122,744,no_money_launder,divorced,check
44,3,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,246,27,3,8,63136,661,no_money_launder,single,check
45,3,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,32,102,4,1,109578,746,no_money_launder,married,check
46,3,0,1,0,0,1,1,1,1,0,1,1,1,1,6,0,76,15,4,1,70963,686,no_money_launder,married,check
47,3,0,0,1,0,1,1,1,1,0,0,1,2,1,2,0,444,35,1,11,52683,752,no_money_launder,divorced,check
48,3,0,1,0,0,1,0,0,1,0,0,1,1,1,5,0,5,44,3,39,6524,551,no_money_launder,married,check
49,3,0,1,0,0,0,1,0,1,0,0,1,2,1,0,3,13,14,14,3,71496,790,no_money_launder,divorced,check
50,3,0,0,1,0,0,1,0,0,0,0,1,1,1,1,2,283,28,4,11,62384,699,no_money_launder,married,check
51,3,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,39,118,26,30,64328,668,no_money_launder,married,check
52,3,0,0,0,0,1,1,1,1,0,0,1,2,1,0,2,170,104,11,18,8283,619,no_money_launder,divorced,check
53,3,0,0,1,0,0,1,1,1,1,0,1,0,1,2,0,495,14,20,16,28790,639,no_money_launder,single,check
54,3,0,0,1,1,0,1,0,0,0,1,1,2,1,0,3,37,47,5,12,36215,737,no_money_launder,divorced,check
55,3,0,0,0,1,0,1,1,0,0,1,1,1,0,2,0,89,53,19,1,233021,675,no_money_launder,married,cash
56,3,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,24,94,20,14,9447,652,no_money_launder,single,check
57,3,0,1,1,0,1,1,1,0,0,1,1,2,1,0,0,32,58,3,13,83306,727,no_money_launder,divorced,check
58,3,0,0,1,0,0,1,0,1,0,0,1,1,1,7,0,97,13,1,5,42855,769,no_money_launder,married,check
59,3,0,0,1,0,1,0,1,0,0,0,1,1,1,1,2,169,24,5,3,62571,739,no_money_launder,married,check
60,3,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,195,39,8,13,119751,656,no_money_launder,married,check
61,3,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,48,41,1,3,206477,670,no_money_launder,divorced,check
62,3,0,0,1,0,1,1,0,1,0,0,1,0,2,2,6,411,2,14,3,7008,735,no_money_launder,single,wire
63,3,0,0,0,1,1,1,1,0,1,0,1,1,1,6,1,377,18,2,4,63436,733,no_money_launder,married,check
64,3,0,1,0,0,1,0,1,1,0,0,1,1,2,0,5,306,22,1,1,26341,654,no_money_launder,married,wire
65,3,0,0,0,1,0,1,1,1,0,0,1,2,1,6,6,100,14,5,1,103064,732,no_money_launder,divorced,check
66,3,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,79,12,9,12,100251,538,no_money_launder,married,check
67,3,0,0,0,0,1,1,1,0,0,1,1,1,2,2,2,164,192,1,1,88192,555,no_money_launder,married,wire
68,3,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,63,4,4,17,6805,711,no_money_launder,single,wire
69,3,0,1,0,0,1,1,0,1,0,1,1,1,1,7,4,72,146,3,12,23498,730,no_money_launder,married,check
70,3,0,0,0,0,0,1,1,1,0,0,1,2,1,3,6,82,209,2,4,12713,704,no_money_launder,divorced,check
71,3,0,1,1,0,1,1,0,0,0,0,1,0,1,0,6,117,7,1,2,52350,744,no_money_launder,single,check
72,3,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,42,16,4,4,49299,695,no_money_launder,married,check
73,3,0,1,0,0,1,1,0,1,0,0,1,1,1,4,0,66,215,5,12,65194,686,no_money_launder,married,check
74,3,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,77,68,2,20,46704,733,no_money_launder,single,check
75,3,0,0,0,1,1,1,1,0,0,0,1,0,2,2,0,160,15,5,13,248786,645,no_money_launder,single,wire
76,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,211,102,4,15,20174,714,no_money_launder,single,check
77,3,0,0,1,0,1,1,1,0,0,0,1,1,1,0,6,25,14,3,13,263688,716,no_money_launder,married,check
78,3,0,0,1,0,1,1,1,1,0,0,1,2,1,0,0,65,29,5,25,128953,683,no_money_launder,divorced,check
79,3,0,1,1,0,0,1,0,0,0,0,1,0,1,2,1,85,50,17,6,60197,731,no_money_launder,single,check
80,3,0,0,1,0,0,1,1,1,1,0,1,1,2,0,0,85,101,5,4,47783,710,no_money_launder,married,wire
81,3,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,7,5,1,14,32769,679,no_money_launder,single,check
82,3,0,0,1,0,1,1,1,1,0,1,1,1,1,3,1,5,19,5,1,48865,765,no_money_launder,married,check
83,3,0,0,0,1,0,0,1,1,0,0,1,0,1,1,4,49,15,1,3,40633,675,no_money_launder,single,check
84,3,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,40,11,4,52568,665,no_money_launder,married,check
85,3,0,0,1,0,1,1,0,0,0,0,1,1,0,0,4,371,205,10,14,5811,593,no_money_launder,married,cash
86,3,0,0,1,0,1,0,0,0,0,0,1,0,1,3,4,98,3,5,23,73359,711,no_money_launder,single,check
87,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,36,41,7,2,64488,693,no_money_launder,single,check
88,3,0,0,0,0,0,1,1,1,0,1,1,2,1,5,0,15,7,4,4,38686,509,no_money_launder,divorced,check
89,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7,92,10,2,13,94936,680,no_money_launder,married,check
90,3,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,98,213,5,3,54014,665,no_money_launder,single,cash
91,3,0,1,1,0,1,1,0,1,0,1,0,2,1,1,3,134,2,1,11,90634,710,no_money_launder,divorced,check
92,3,0,0,0,0,0,0,1,0,0,0,1,1,0,4,1,101,21,4,5,88218,706,no_money_launder,married,cash
93,3,0,1,1,0,1,1,1,1,0,0,0,2,1,1,0,61,14,10,1,65255,745,no_money_launder,divorced,check
94,3,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,287,10,1,20,15515,622,no_money_launder,single,wire
95,3,0,1,1,0,0,1,0,1,0,0,1,1,1,7,4,53,2,4,20,71668,742,no_money_launder,married,check
96,3,0,0,0,0,0,1,1,1,0,0,0,0,0,2,3,78,64,5,7,35484,681,no_money_launder,single,cash
97,3,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,340,35,47,1,11148,712,no_money_launder,married,check
98,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,69,203,28,7,212345,659,no_money_launder,single,check
99,3,0,1,0,0,0,1,1,1,0,1,1,2,1,3,4,25,7,1,4,46375,822,no_money_launder,divorced,check
100,3,0,0,1,0,0,1,0,0,0,0,1,2,1,5,0,242,14,2,3,30566,702,no_money_launder,divorced,check
101,3,0,0,1,0,1,1,1,1,0,0,1,1,1,0,3,270,6,3,2,18044,594,no_money_launder,married,check
102,3,0,0,0,1,1,1,1,1,0,0,1,1,1,6,0,28,13,1,1,59270,694,no_money_launder,married,check
103,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,6,45,46,1,2,64044,653,no_money_launder,single,check
104,3,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,372,11,2,14,67814,721,no_money_launder,single,check
105,3,0,0,1,0,0,1,1,0,0,0,1,0,0,3,3,149,10,1,1,60348,753,no_money_launder,single,cash
106,3,0,0,1,0,0,1,1,1,0,1,1,2,1,5,0,325,24,4,4,163662,695,no_money_launder,divorced,check
107,3,0,1,0,0,0,1,1,1,0,1,1,2,1,2,0,29,30,4,24,31504,735,no_money_launder,divorced,check
108,3,0,1,0,0,1,1,0,1,0,0,1,2,1,2,7,89,15,13,12,34851,564,no_money_launder,divorced,check
109,3,0,0,1,0,0,1,0,1,0,0,1,2,0,3,0,141,114,1,14,40768,749,no_money_launder,divorced,cash
110,3,0,0,0,0,1,1,0,0,0,0,1,2,1,4,1,1,7,2,3,82762,719,no_money_launder,divorced,check
111,3,0,1,1,0,0,1,1,0,0,0,1,1,0,0,2,24,9,2,20,65829,675,no_money_launder,married,cash
112,3,0,0,1,0,0,1,1,0,0,1,1,1,1,2,6,54,148,1,13,14756,796,no_money_launder,married,check
113,3,0,0,1,1,1,1,1,0,0,0,1,1,1,0,6,57,249,1,2,39711,571,no_money_launder,married,check
114,3,0,0,1,1,1,0,1,1,0,1,1,2,1,3,0,444,60,4,2,67082,681,no_money_launder,divorced,check
115,3,0,0,1,0,1,1,1,0,0,0,1,1,1,2,3,17,4,27,5,45408,657,no_money_launder,married,check
116,3,0,0,0,1,1,0,0,1,1,1,1,2,1,2,1,473,49,2,14,10358,730,no_money_launder,divorced,check
117,3,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,86,24,21,3,263653,771,no_money_launder,married,cash
118,3,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,429,12,45,8,39241,715,no_money_launder,divorced,check
119,3,0,0,0,1,1,1,0,1,0,0,1,2,1,7,6,101,115,1,12,73193,744,no_money_launder,divorced,check
120,3,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,19,5,5,14,70016,740,no_money_launder,single,cash
121,3,0,1,0,1,1,0,1,0,0,0,1,1,1,0,2,50,114,15,1,230818,572,no_money_launder,married,check
122,3,0,0,1,0,1,1,0,1,0,0,0,2,2,2,0,9,5,19,1,39961,610,no_money_launder,divorced,wire
123,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,231,5,1,2,6111,693,no_money_launder,married,cash
124,3,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,20,11,2,3,65939,666,no_money_launder,married,check
125,3,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,111,4,3,16,6864,717,no_money_launder,single,check
126,3,0,0,0,0,1,1,1,0,0,0,1,1,0,3,0,125,5,4,13,50493,620,no_money_launder,married,cash
127,3,0,1,0,1,1,0,0,1,0,0,1,1,1,5,0,254,6,4,14,87723,770,no_money_launder,married,check
128,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,3,16,21,1,12,31574,736,no_money_launder,married,check
129,3,0,0,0,1,1,1,1,1,0,0,1,0,1,0,3,319,16,2,14,114158,711,no_money_launder,single,check
130,3,0,0,1,0,1,1,1,0,0,0,1,2,1,0,1,76,19,4,4,63407,710,no_money_launder,divorced,check
131,3,0,0,1,0,1,1,1,1,0,1,1,2,1,4,1,386,32,5,1,210221,622,no_money_launder,divorced,check
132,3,0,0,1,0,1,1,1,1,0,0,0,2,2,0,4,73,126,2,3,47354,646,no_money_launder,divorced,wire
133,3,0,0,1,1,0,1,1,0,0,1,1,1,1,4,0,164,13,5,13,13726,726,no_money_launder,married,check
134,3,0,0,0,0,1,0,1,0,0,0,1,1,1,6,2,52,19,3,4,63264,653,no_money_launder,married,check
135,3,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,108,8,3,5,67660,681,no_money_launder,divorced,check
136,3,0,0,0,0,1,1,0,1,0,0,1,2,2,0,1,81,43,19,1,31107,609,no_money_launder,divorced,wire
137,3,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,99,3,1,5,32102,834,no_money_launder,married,cash
138,3,0,0,0,0,0,1,1,1,0,1,1,2,2,0,0,349,21,6,18,52971,771,no_money_launder,divorced,wire
139,3,0,0,0,0,0,1,1,0,0,0,1,0,1,5,0,88,22,46,5,222441,716,no_money_launder,single,check
140,3,0,1,1,1,1,0,0,1,0,1,1,0,1,3,0,21,8,32,10,51662,733,no_money_launder,single,check
141,3,0,1,1,1,0,1,0,1,1,0,1,2,1,0,0,78,99,2,3,55682,558,no_money_launder,divorced,check
142,3,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,145,29,2,14,67733,648,no_money_launder,single,check
143,3,0,1,1,0,1,1,1,1,0,0,0,0,2,0,0,9,17,5,25,85316,756,no_money_launder,single,wire
144,3,0,0,1,1,0,1,1,1,0,0,1,2,2,0,1,3,13,12,3,73941,768,no_money_launder,divorced,wire
145,3,0,1,0,0,0,1,1,0,0,0,1,1,2,0,1,212,23,5,3,14867,758,no_money_launder,married,wire
146,3,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,230,20,8,3,42722,797,no_money_launder,single,check
147,3,0,0,1,0,1,1,0,0,0,0,1,2,2,2,6,19,157,5,1,63256,784,no_money_launder,divorced,wire
148,3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,94,217,3,11,100350,626,no_money_launder,single,check
149,3,0,0,0,1,0,1,1,0,1,0,1,2,1,3,0,158,98,3,2,79854,706,no_money_launder,divorced,check
150,3,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,41,24,2,7,67728,622,no_money_launder,married,check
151,3,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,130,18,1,10,6213,781,no_money_launder,single,check
152,3,0,0,1,1,1,1,1,0,0,1,1,1,0,5,3,439,1,2,3,42833,668,no_money_launder,married,cash
153,3,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,450,11,5,9,24231,671,no_money_launder,married,check
154,3,0,1,1,0,0,1,1,1,0,1,1,0,1,0,3,141,55,2,8,94579,722,no_money_launder,single,check
155,3,0,1,0,1,1,1,0,0,0,0,1,1,2,4,6,100,200,5,13,19980,508,no_money_launder,married,wire
156,3,0,1,1,0,1,1,1,1,0,0,1,0,0,1,2,28,210,1,12,14783,747,no_money_launder,single,cash
157,3,0,0,1,0,0,1,1,1,0,0,1,0,2,0,0,329,120,1,3,54523,734,no_money_launder,single,wire
158,3,0,0,1,0,0,0,1,1,1,0,1,0,1,2,1,70,13,7,11,65194,602,no_money_launder,single,check
159,3,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,338,14,5,13,68560,723,no_money_launder,married,cash
160,3,0,1,0,0,0,0,0,1,1,1,0,2,1,0,5,23,74,4,4,70186,617,no_money_launder,divorced,check
161,3,0,1,0,0,1,1,0,1,0,0,1,1,1,2,4,40,92,2,13,53024,712,no_money_launder,married,check
162,3,0,1,1,1,0,1,1,0,1,0,1,1,1,6,5,24,11,5,5,52220,724,no_money_launder,married,check
163,3,0,0,0,0,0,1,0,1,1,0,1,2,0,0,2,100,18,6,16,67197,544,no_money_launder,divorced,cash
164,3,0,1,0,0,0,1,1,1,0,0,1,1,1,3,3,88,19,3,16,98879,693,no_money_launder,married,check
165,3,0,0,1,0,1,1,1,0,0,0,1,2,1,0,6,438,25,1,11,66797,698,no_money_launder,divorced,check
166,3,0,0,1,0,0,0,1,0,0,1,1,2,1,2,0,44,9,3,16,39602,732,no_money_launder,divorced,check
167,3,0,0,1,0,1,0,1,1,0,0,0,2,1,3,0,344,40,3,16,78105,531,no_money_launder,divorced,check
168,3,0,0,0,0,0,1,1,1,0,1,1,2,1,3,7,103,5,1,1,11810,697,no_money_launder,divorced,check
169,3,0,0,1,1,1,1,1,0,0,0,1,2,1,0,2,21,141,27,12,68541,690,no_money_launder,divorced,check
170,3,0,1,1,1,1,1,0,0,0,0,1,2,0,1,2,24,126,1,5,24492,679,no_money_launder,divorced,cash
171,3,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2,212,12,4,13,50206,746,no_money_launder,married,check
172,3,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0,353,10,3,3,87429,536,no_money_launder,divorced,cash
173,3,0,0,1,0,0,0,0,0,0,0,1,2,1,2,0,51,1,5,1,6052,773,no_money_launder,divorced,check
174,3,0,0,1,0,0,1,1,1,0,0,1,1,1,2,0,8,23,3,4,60170,636,no_money_launder,married,check
175,3,0,0,0,0,0,1,0,1,0,0,1,2,1,0,1,471,3,13,1,69806,716,no_money_launder,divorced,check
176,3,0,1,1,1,0,0,1,1,0,0,1,2,2,1,1,191,15,3,15,8974,686,no_money_launder,divorced,wire
177,3,0,0,1,0,0,0,0,1,0,1,1,1,1,0,7,54,31,15,15,66547,591,no_money_launder,married,check
178,3,0,0,0,1,0,1,0,1,0,0,1,0,1,0,2,98,61,4,1,126410,683,no_money_launder,single,check
179,3,0,1,0,1,1,0,0,1,0,0,1,1,0,4,2,151,101,10,2,83220,639,no_money_launder,married,cash
180,3,0,0,1,0,1,1,1,1,0,1,1,2,1,0,4,220,21,2,25,70711,732,no_money_launder,divorced,check
181,3,0,0,0,0,1,0,0,1,1,0,1,2,1,5,2,67,40,17,4,70343,578,no_money_launder,divorced,check
182,3,0,1,0,0,1,1,0,1,0,0,1,0,1,7,6,48,65,3,19,71476,683,no_money_launder,single,check
183,3,0,0,1,1,0,1,0,1,0,0,1,1,1,0,2,236,33,2,3,19478,659,no_money_launder,married,check
184,3,0,0,0,1,0,1,1,0,0,0,1,2,1,1,0,99,13,5,15,247402,738,no_money_launder,divorced,check
185,3,0,0,0,1,0,0,1,1,0,0,1,0,2,3,0,79,6,3,15,68652,514,no_money_launder,single,wire
186,3,0,1,1,1,1,1,0,0,0,0,1,2,1,5,1,114,209,2,46,9294,600,no_money_launder,divorced,check
187,3,0,0,1,0,0,1,1,1,1,1,1,2,1,1,0,35,29,9,3,69013,595,no_money_launder,divorced,check
188,3,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,237,1,8,21,9080,840,no_money_launder,married,check
189,3,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,98,53,14,15,58523,718,no_money_launder,married,check
190,3,0,0,1,0,0,1,1,1,0,1,0,2,2,6,3,60,10,3,1,7806,721,no_money_launder,divorced,wire
191,3,0,1,0,0,1,1,1,0,0,0,1,0,1,0,2,65,18,1,14,67669,630,no_money_launder,single,check
192,3,0,0,0,1,1,1,0,0,1,1,1,1,1,3,0,246,4,2,3,73313,754,no_money_launder,married,check
193,3,0,1,0,1,1,0,0,1,0,0,1,1,1,3,2,364,28,3,11,62024,743,no_money_launder,married,check
194,3,0,0,1,0,1,1,0,0,0,0,1,2,1,1,0,178,35,1,3,73762,662,no_money_launder,divorced,check
195,3,0,0,1,0,0,1,1,1,0,0,1,2,1,6,0,256,11,5,32,67533,571,no_money_launder,divorced,check
196,3,0,0,0,0,1,1,0,1,0,0,1,1,1,2,2,162,46,3,1,68270,708,no_money_launder,married,check
197,3,0,0,1,1,1,1,1,0,0,0,1,1,2,6,2,166,216,18,5,191924,729,no_money_launder,married,wire
198,3,0,0,1,0,1,0,1,0,0,0,0,2,2,0,0,100,20,1,4,65806,729,no_money_launder,divorced,wire
199,3,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,194,6,10,14,44773,746,no_money_launder,married,check
200,3,0,0,1,0,0,1,1,1,0,1,1,1,1,2,0,29,33,4,4,91512,727,no_money_launder,married,check
201,3,0,0,0,0,1,1,0,1,0,1,1,1,1,6,0,220,8,1,15,74601,742,no_money_launder,married,check
202,3,0,1,0,0,0,1,1,0,0,0,0,2,1,1,2,163,28,2,5,59854,680,no_money_launder,divorced,check
203,3,0,1,0,0,0,1,0,0,0,1,1,0,0,3,4,75,103,1,10,98560,631,no_money_launder,single,cash
204,3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,53,10,35,1,24320,640,no_money_launder,married,check
205,3,0,0,0,1,1,0,0,0,0,0,1,1,1,1,4,40,34,15,19,99191,714,no_money_launder,married,check
206,3,0,0,1,1,1,1,1,1,0,0,1,2,1,0,1,12,23,1,1,39914,657,no_money_launder,divorced,check
207,3,0,1,1,1,0,1,1,1,0,0,0,2,1,2,2,92,39,4,11,96233,641,no_money_launder,divorced,check
208,3,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,17,15,2,5,5203,654,no_money_launder,single,check
209,3,0,1,0,0,0,1,1,1,0,0,1,1,2,3,0,114,96,18,3,28265,586,no_money_launder,married,wire
210,3,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,465,43,3,15,40149,668,no_money_launder,single,cash
211,3,0,0,1,0,0,1,0,0,0,0,1,0,1,4,0,468,177,9,4,53750,742,no_money_launder,single,check
212,3,0,0,1,0,1,1,1,0,0,0,1,2,1,3,2,297,6,16,3,45837,748,no_money_launder,divorced,check
213,3,0,0,0,0,1,1,1,1,0,0,1,1,1,2,4,367,13,2,11,67479,715,no_money_launder,married,check
214,3,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,370,2,12,13,72760,679,no_money_launder,single,wire
215,3,0,1,0,0,1,1,1,1,0,1,1,1,1,4,0,199,15,1,15,27172,677,no_money_launder,married,check
216,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,29,23,4,5,64754,720,no_money_launder,single,check
217,3,0,0,1,0,1,1,1,0,0,0,1,0,1,7,3,55,12,4,22,147526,689,no_money_launder,single,check
218,3,0,0,1,0,1,1,0,0,0,0,0,1,2,1,3,11,38,1,12,52887,700,no_money_launder,married,wire
219,3,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,176,14,7,21,46183,763,no_money_launder,single,check
220,3,0,0,1,0,1,1,1,0,0,1,1,1,1,2,0,155,22,23,15,90331,701,no_money_launder,married,check
221,3,0,0,1,0,0,1,0,1,0,0,1,1,2,5,1,90,92,2,2,8549,719,no_money_launder,married,wire
222,3,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,237,23,9,4,66666,720,no_money_launder,married,cash
223,3,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,2,48,1,19,8710,710,no_money_launder,married,check
224,3,0,0,0,0,1,1,1,1,0,0,1,2,1,5,1,104,6,6,13,5316,713,no_money_launder,divorced,check
225,3,0,0,1,0,0,0,1,0,0,0,1,2,1,2,1,41,13,5,1,57215,683,no_money_launder,divorced,check
226,3,0,0,1,0,1,1,1,1,0,1,1,2,1,3,7,205,41,9,8,6273,652,no_money_launder,divorced,check
227,3,0,1,1,0,1,1,1,0,0,0,1,2,2,1,3,71,4,1,1,10321,649,no_money_launder,divorced,wire
228,3,0,0,1,0,0,1,1,1,0,0,1,1,1,5,0,45,72,10,3,62144,659,no_money_launder,married,check
229,3,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,22,19,4,2,8854,702,no_money_launder,single,cash
